video_id,duration_minutes,title_length,description_length,tags_count,has_thumbnail_custom,video_quality,category,language,has_subtitles,channel_subscribers,channel_age_months,previous_videos_count,avg_upload_frequency_days,comments_count,likes_count,shares_count,playlist_adds,promoted,upload_time,upload_day,total_views
VID01267,7,63,487.0,35.0,Não,1080p,Vlogs,Inglês,Sim,919519,66.0,495,23,6966.0,29212,4571.0,726,Não,Noite,Sexta,2123165
VID01074,51,10,188.0,39.0,Não,720p,Gaming,Português,Não,377382,49.0,428,9,2728.0,145,303.0,798,Não,Madrugada,Seg-Qui,516105
VID01238,12,57,939.0,21.0,Não,4k,Educação,Português,Sim,768980,1.0,23,18,5238.0,31314,801.0,580,Não,Madrugada,Sexta,496163
VID00637,13,16,888.0,15.0,Sim,1080p,Fitness,Inglês,Não,745404,7.0,336,20,3506.0,6726,947.0,934,Sim,Manhã,Domingo,1412887
VID02483,7,37,459.0,35.0,Sim,720p,Vlogs,Português,Sim,324337,61.0,324,17,7807.0,5233,823.0,945,Não,Madrugada,Sábado,326779
VID00186,16,57,284.0,43.0,Não,480p,Música,Português,Não,617465,71.0,118,4,3576.0,19852,4191.0,979,Não,Manhã,Domingo,1067476
VID01422,39,11,632.0,14.0,Sim,1080p,Educação,Português,Não,667627,72.0,252,19,5910.0,22709,3376.0,543,Não,Noite,Domingo,494648
VID02457,31,74,777.0,23.0,Não,1080p,Vlogs,Português,Sim,513629,81.0,30,26,6090.0,12817,2419.0,24,Não,Madrugada,Seg-Qui,493962
VID01405,13,86,907.0,50.0,Sim,480p,Música,Inglês,Sim,925994,46.0,315,26,4589.0,45791,4612.0,945,Não,Manhã,Sábado,4005047
VID01419,12,12,536.0,22.0,Não,720p,Educação,Português,Não,107909,117.0,109,5,5685.0,13982,4582.0,380,Não,Madrugada,Sábado,199198
VID02073,49,18,769.0,38.0,Sim,1080p,Música,Inglês,Não,694196,42.0,427,22,7623.0,8013,2718.0,88,Não,Noite,Domingo,2879538
VID00512,50,65,279.0,21.0,Sim,720p,Música,Português,Não,-298,110.0,308,22,933.0,42243,1068.0,533,Não,Noite,Seg-Qui,1047465
VID00841,48,56,552.0,19.0,Sim,720p,Gaming,Português,Não,920463,11.0,473,10,8895.0,16802,3606.0,591,Sim,Madrugada,Sexta,1310525
VID01164,26,23,162.0,2.0,Sim,1080p,Gaming,Português,Sim,641618,74.0,292,3,5859.0,24747,1488.0,599,Não,Madrugada,Sábado,924601
VID01428,47,64,362.0,34.0,Sim,1080p,Culinária,Inglês,Não,888680,63.0,377,17,8970.0,34960,3982.0,158,Não,Madrugada,Sexta,1925205
VID02101,34,80,970.0,30.0,Sim,1080p,Vlogs,PORTUGUÊS,Sim,94238,17.0,304,15,3421.0,4921,368.0,328,Não,Noite,Sexta,145473
VID00608,59,69,727.0,22.0,Sim,1080p,Música,Português,Não,743808,75.0,366,25,1610.0,22469,1576.0,692,Sim,Tarde,Domingo,1271378
VID01384,6,27,114.0,16.0,Sim,1080p,Vlogs,Inglês,Não,547614,4.0,13,15,193.0,3993,1672.0,65,Não,Manhã,Seg-Qui,1180988
VID00863,55,55,276.0,20.0,Sim,1080p,Tecnologia,Português,Não,805578,30.0,95,28,3343.0,21253,3035.0,490,Sim,Madrugada,Sexta,883406
VID00152,23,32,520.0,2.0,Sim,1080p,Fitness,Português,Sim,84040,8.0,71,28,3047.0,2847,3804.0,486,Não,Manhã,Sexta,139110
VID01594,2,79,815.0,1.0,Sim,1080p,Tecnologia,Português,Sim,985185,97.0,164,11,6858.0,20205,3558.0,862,Sim,Manhã,Sexta,1082413
VID01764,35,84,844.0,1.0,Sim,1080p,Música,Português,Sim,571672,25.0,95,21,9522.0,21274,4149.0,271,Não,Tarde,Sexta,987251
VID01138,47,25,637.0,7.0,Sim,1080p,Educação,Inglês,Não,799948,5.0,64,8,707.0,9390,4204.0,589,Sim,Noite,Seg-Qui,1348980
VID01622,5,81,846.0,25.0,Sim,1080p,Culinária,Português,Sim,650199,45.0,243,30,7633.0,7396,3480.0,879,Não,Noite,Domingo,532238
VID02294,8,13,134.0,2.0,Sim,720p,Música,Português,Não,764336,31.0,431,5,5247.0,14185,2891.0,635,Não,Madrugada,Seg-Qui,1245707
VID00024,45,32,937.0,17.0,Sim,720p,Fitness,Inglês,Não,836638,39.0,21,28,6578.0,34987,2529.0,329,Não,Noite,Sexta,1616223
VID00159,15,98,288.0,36.0,Sim,720p,Fitness,Português,Não,587444,119.0,376,28,7123.0,26076,4078.0,829,Não,Madrugada,Sexta,499380
VID00332,53,45,270.0,46.0,Sim,720p,Educação,Espanhol,Sim,18505,74.0,136,24,9418.0,5915,4080.0,666,Não,Manhã,Domingo,202723
VID02431,56,36,197.0,0.0,Sim,1080p,Vlogs,Português,Não,680683,55.0,35,23,9508.0,33384,3369.0,309,Não,Noite,Sábado,658963
VID02407,4,83,105.0,39.0,Não,720p,Fitness,Português,Sim,171054,15.0,156,23,2607.0,44414,4520.0,837,Não,Tarde,Domingo,263958
VID01830,22,92,127.0,25.0,Sim,1080p,Culinária,Português,Sim,236446,101.0,187,12,6098.0,5773,2921.0,967,Não,Manhã,Sábado,277873
VID02026,18,90,829.0,19.0,Sim,1080p,Educação,Português,Sim,90137,19.0,376,11,2184.0,31143,2045.0,70,Não,Noite,Sábado,184211
VID02470,50,41,488.0,23.0,Sim,1080p,Educação,Inglês,Sim,5689,106.0,3,10,8507.0,41438,1598.0,930,Não,Manhã,Seg-Qui,443531
VID01918,31,56,404.0,34.0,Sim,720p,Culinária,Português,Não,40870,11.0,326,14,6298.0,12232,4482.0,36,Não,Manhã,Sexta,155422
VID00643,44,17,775.0,16.0,Sim,720p,Culinária,Português,Não,502650,75.0,328,21,1617.0,10168,3414.0,988,Não,Tarde,Domingo,438440
VID02029,131,59,828.0,40.0,Sim,720p,Educação,Português,Não,905051,64.0,287,16,9504.0,31268,204.0,440,Não,Madrugada,Sexta,603208
VID00312,41,11,697.0,47.0,Não,1080p,Culinária,Inglês,Não,319442,113.0,164,9,5630.0,28019,251.0,92,Não,Manhã,Sábado,863557
VID00352,55,59,528.0,28.0,Sim,720p,Vlogs,Inglês,Não,90968,108.0,381,6,7623.0,26946,3361.0,429,Não,Manhã,Seg-Qui,601559
VID00549,56,88,353.0,3.0,Não,1080p,Educação,Português,Não,423791,65.0,279,7,3082.0,39300,2054.0,523,Não,Noite,Sábado,317706
VID01387,34,42,213.0,17.0,Sim,1080p,Culinária,Português,Não,298092,84.0,253,9,1886.0,28788,4395.0,542,Não,Manhã,Sexta,329577
VID02438,20,11,,24.0,Não,1080p,Música,Inglês,Não,554415,73.0,286,9,6272.0,17196,2284.0,584,Não,Noite,Sexta,2359587
VID02340,16,21,953.0,48.0,Sim,4K,Vlogs,Português,Não,248653,110.0,168,28,9797.0,18422,2149.0,864,Não,Noite,Domingo,334899
VID00307,33,82,484.0,31.0,Sim,1080p,Tecnologia,Português,Não,559278,52.0,99,8,8215.0,44422,2069.0,609,Não,Madrugada,Domingo,677794
VID00288,23,28,996.0,26.0,Sim,1080p,Tecnologia,Inglês,Sim,148451,13.0,94,21,8555.0,1758,3917.0,798,Sim,Manhã,Domingo,744862
VID00695,37,41,991.0,47.0,Não,720p,Tecnologia,Inglês,Não,374254,6.0,455,1,3475.0,45451,2686.0,838,Sim,Tarde,Domingo,1346234
VID00868,12,93,856.0,23.0,Sim,1080p,Vlogs,Inglês,Não,929107,71.0,483,7,350.0,16457,4710.0,559,Não,Madrugada,Sábado,2083703
VID00631,50,67,231.0,9.0,Sim,1080p,Tecnologia,Inglês,Não,2291901,97.0,72,4,208.0,35811,2932.0,398,Não,Noite,Domingo,2607115
VID02058,6,75,366.0,28.0,Sim,720p,Vlogs,Português,Não,735258,5.0,263,5,3114.0,5755,4067.0,955,Não,Tarde,Domingo,658301
VID01855,27,95,85.0,12.0,Sim,720p,Gaming,Português,Sim,263509,63.0,430,5,1425.0,30330,1479.0,365,Não,Noite,Domingo,436689
VID01002,16,29,898.0,9.0,Não,1080p,Música,Português,Não,753191,33.0,94,23,7520.0,37515,4310.0,108,Não,Manhã,Sexta,1284280
VID01423,7,90,553.0,31.0,Sim,1080p,Vlogs,Português,Não,205477,19.0,88,23,5484.0,19636,516.0,778,Sim,Tarde,Seg-Qui,295429
VID01302,35,95,257.0,16.0,Sim,720p,Música,Inglês,Não,497088,49.0,84,4,7050.0,3623,4381.0,399,Sim,Madrugada,Domingo,2247385
VID00787,38,30,272.0,,Sim,1080p,Fitness,Inglês,Não,682326,103.0,40,21,3086.0,41592,3793.0,172,Não,Madrugada,Domingo,1524219
VID01627,15,68,991.0,33.0,Não,720p,Culinária,Português,Não,658511,82.0,319,28,2884.0,2756,2881.0,945,Não,Madrugada,Sábado,484186
VID00822,42,67,874.0,15.0,Sim,720p,Fitness,Português,Não,97575,107.0,489,20,3472.0,17425,2828.0,619,Não,Tarde,Domingo,174512
VID02213,35,34,139.0,6.0,Sim,1080p,Educação,Inglês,Sim,235428,55.0,187,7,9466.0,32121,1128.0,221,Não,Madrugada,Domingo,641472
VID00930,132,24,751.0,49.0,Sim,1080p,Culinária,Inglês,Não,902306,73.0,254,6,6117.0,683,3059.0,588,Não,Noite,Domingo,1738698
VID01339,24,46,979.0,5.0,Sim,720p,Fitness,Inglês,Sim,865918,26.0,56,29,858.0,26269,374.0,105,Não,Tarde,Seg-Qui,1474880
VID01468,27,46,940.0,50.0,Sim,720p,Música,Inglês,Não,879419,88.0,161,17,4936.0,10806,2114.0,837,Não,Madrugada,Domingo,3599349
VID00014,25,37,324.0,17.0,Não,720p,Música,Português,Não,280500,13.0,46,4,2406.0,11969,4068.0,680,Não,Tarde,Sábado,552605
VID01051,12,79,530.0,6.0,Não,1080p,Música,Português,Não,11382,25.0,229,16,6574.0,43513,1133.0,755,Não,Noite,Domingo,175817
VID01567,50,37,413.0,34.0,Sim,720p,Educação,Português,Sim,133118,,283,4,9310.0,37721,605.0,175,Não,Manhã,Seg-Qui,194942
VID00515,7,96,313.0,43.0,Sim,1080p,Educação,Português,Não,194401,103.0,455,13,,24406,,796,Não,Tarde,Domingo,223229
VID00410,22,75,534.0,17.0,Sim,1080p,Educação,Inglês,Sim,26720,110.0,465,4,1459.0,19741,3560.0,460,Sim,Madrugada,Seg-Qui,484620
VID01561,52,95,579.0,18.0,Sim,480p,Vlogs,Inglês,Não,714427,37.0,131,12,5092.0,37172,4278.0,835,Não,Madrugada,Domingo,1721743
VID00314,19,44,567.0,30.0,Sim,480p,Educação,Português,Sim,210770,2.0,414,12,2954.0,19640,2879.0,374,Não,Madrugada,Seg-Qui,228712
VID01914,56,36,92.0,12.0,Não,1080p,Gaming,Inglês,Não,368184,91.0,246,19,2268.0,7578,1004.0,528,Não,Manhã,Domingo,1303937
VID00875,13,99,958.0,43.0,Não,4K,Fitness,Inglês,Sim,22587,59.0,241,15,7413.0,16161,4944.0,948,Não,Manhã,Sábado,416011
VID00768,13,23,159.0,40.0,Sim,1080p,Culinária,Português,Sim,51074,49.0,252,14,7370.0,39652,341.0,181,Não,Madrugada,Sexta,180947
VID00904,47,89,807.0,5.0,Sim,1080p,Fitness,Inglês,Sim,128570,46.0,396,29,1953.0,8820,167.0,0,Não,Madrugada,Seg-Qui,324198
VID01152,11,76,122.0,3.0,Sim,720p,Música,Português,Não,586108,71.0,8,19,5513.0,11167,1979.0,2,Não,Manhã,Seg-Qui,972215
VID00383,22,26,363.0,5.0,Sim,720p,Música,Inglês,Sim,63231,42.0,230,24,7356.0,15965,939.0,250,Não,Madrugada,Seg-Qui,455518
VID01125,15,84,496.0,12.0,Sim,480p,Fitness,Inglês,Não,30753,13.0,222,25,484.0,6486,1934.0,334,Não,Madrugada,Sábado,162818
VID02011,6,15,907.0,50.0,Não,720p,Música,Português,Sim,682854,23.0,145,26,3811.0,21902,4797.0,322,Não,Tarde,Domingo,1133004
VID01357,4,55,433.0,43.0,Sim,720p,Gaming,Português,Sim,179686,43.0,254,23,4578.0,20542,4216.0,819,Sim,Manhã,Domingo,416102
VID01879,60,19,501.0,22.0,Sim,1080p,Educação,Português,Não,427712,37.0,192,8,6081.0,46984,3781.0,61,Não,Manhã,Sábado,390855
VID01512,8,60,933.0,16.0,Sim,4K,Música,Espanhol,Sim,857412,98.0,421,15,1913.0,48850,3500.0,217,Não,Noite,Sexta,1949875
VID01740,29,63,770.0,26.0,Sim,720p,Música,Inglês,Não,899786,66.0,252,23,3321.0,15,2917.0,972,Não,Manhã,Domingo,3568458
VID00264,33,95,300.0,47.0,Não,4K,Gaming,Português,Não,704359,86.0,299,6,9734.0,10057,2122.0,939,Não,Madrugada,Seg-Qui,1014879
VID00941,36,91,432.0,37.0,Não,1080p,Tecnologia,Português,Sim,868545,30.0,51,14,5669.0,503,3985.0,747,Não,Tarde,Sexta,875952
VID02178,23,96,860.0,29.0,Não,1080p,Tecnologia,Português,Sim,304951,81.0,11,16,57.0,2614,4512.0,361,Não,Madrugada,Seg-Qui,345128
VID01676,47,75,58.0,50.0,Não,4K,Música,Português,Sim,685158,41.0,132,16,7668.0,39807,3441.0,425,Não,Tarde,Seg-Qui,1207833
VID00416,6,84,731.0,3.0,Não,720p,Tecnologia,Português,Não,47385,3.0,282,8,2228.0,42606,2239.0,82,Não,Manhã,Domingo,161701
VID01989,5,97,728.0,35.0,Não,1080p,Educação,Português,Sim,49290,18.0,218,28,8035.0,40674,3942.0,380,Não,Madrugada,Sábado,200261
VID00359,9,11,111.0,1.0,Sim,1080p,Fitness,Português,Sim,511457,85.0,301,5,9627.0,30278,3985.0,904,Não,Tarde,Sábado,483172
VID01768,-7,66,705.0,9.0,Sim,1080p,Culinária,Inglês,Sim,36208,2.0,372,3,6408.0,31915,2483.0,471,Não,Noite,Seg-Qui,407791
VID00892,28,98,236.0,41.0,Sim,1080p,Tecnologia,Português,Não,849028,18.0,459,19,6577.0,16183,4890.0,87,Não,Manhã,Sexta,896943
VID00009,59,93,552.0,22.0,Sim,720p,Culinária,Português,Não,15530,105.0,205,30,782.0,44649,3412.0,67,Não,Madrugada,Seg-Qui,178187
VID01059,12,49,617.0,8.0,Sim,720p,Educação,Inglês,Sim,507518,31.0,198,25,5029.0,23556,1109.0,491,Sim,Noite,Domingo,1038319
VID00317,12,27,234.0,22.0,Não,720p,Educação,Português,Sim,133923,49.0,146,14,9791.0,32626,4560.0,309,Não,Tarde,Sexta,239558
VID00305,20,20,281.0,4.0,Não,1080p,Culinária,Inglês,Sim,717597,44.0,378,3,2347.0,8707,1432.0,659,Sim,Tarde,Domingo,1433843
VID00428,54,52,435.0,15.0,Sim,1080p,Fitness,Português,Não,465486,72.0,368,24,1351.0,38235,1601.0,773,Não,Tarde,Seg-Qui,416323
VID00106,54,99,245.0,24.0,Sim,4K,Educação,Português,Não,427309,119.0,277,10,4906.0,31014,4705.0,711,Não,Manhã,Sexta,406663
VID02269,47,12,797.0,11.0,Sim,720p,Vlogs,Inglês,Não,555204,66.0,160,3,760.0,18724,578.0,753,Não,Manhã,Domingo,1248204
VID00122,9,10,360.0,8.0,Sim,4k,Gaming,Inglês,Não,326643,82.0,222,8,6657.0,19361,3940.0,174,Sim,Noite,Sábado,1525801
VID00963,22,70,780.0,31.0,Sim,4K,Culinária,Português,Sim,614922,15.0,354,18,1897.0,28403,3930.0,475,Não,Tarde,Domingo,575124
VID01866,49,37,978.0,4.0,Sim,720p,Vlogs,Português,Não,961024,53.0,282,22,1117.0,20822,4889.0,393,Não,Tarde,Seg-Qui,844102
VID02010,6,78,859.0,30.0,Sim,720p,Música,Espanhol,Não,501388,36.0,282,27,6840.0,3466,3895.0,254,Não,Manhã,Sexta,1117689
VID01353,40,20,575.0,44.0,Sim,720p,Fitness,Português,Sim,432895,35.0,195,12,8948.0,39213,432.0,80,Não,Noite,Sábado,388991
VID02225,12,81,439.0,21.0,Não,720p,Fitness,Inglês,Sim,473674,99.0,73,23,7645.0,7386,4391.0,826,Não,Madrugada,Domingo,999758
VID01262,37,54,651.0,29.0,Sim,1080p,Vlogs,Inglês,Sim,574003,56.0,83,15,1066.0,33550,566.0,332,Não,Tarde,Sábado,1360223
VID00116,26,100,368.0,30.0,Sim,720p,Vlogs,Espanhol,Sim,12466,103.0,338,21,1804.0,37964,1384.0,962,Não,Noite,Sábado,192060
VID00999,49,41,710.0,7.0,Não,1080p,Educação,Inglês,Não,657867,66.0,387,13,3179.0,19955,249.0,53,Não,Manhã,Domingo,1030948
VID00745,22,14,851.0,7.0,Sim,480p,Gaming,Português,Não,955640,76.0,348,8,6754.0,11951,4661.0,912,Não,Manhã,Sexta,1309720
VID01595,58,64,604.0,27.0,Sim,1080p,Tecnologia,Português,Não,680796,1.0,432,7,2939.0,35143,845.0,650,Sim,Tarde,Sábado,785961
VID02353,34,95,382.0,2.0,Não,1080p,Música,Inglês,Não,71756,16.0,270,15,2852.0,33342,2991.0,999,Não,Noite,Sexta,587656
VID02414,13,100,781.0,20.0,Sim,720p,Educação,Espanhol,Não,503011,42.0,479,28,6896.0,19841,4159.0,602,Não,Madrugada,Seg-Qui,530947
VID01279,21,29,592.0,31.0,Sim,720p,Música,Inglês,Não,9419,22.0,467,2,6164.0,3699,162.0,526,Não,Tarde,Sexta,209932
VID00673,8,41,994.0,1.0,Não,1080p,Vlogs,Inglês,Não,738861,14.0,478,20,8027.0,49598,2138.0,682,Não,Tarde,Sábado,1770300
VID02501,37,72,607.0,17.0,Não,720p,Vlogs,Português,Sim,915183,109.0,398,28,6216.0,11889,2230.0,401,Não,Madrugada,Seg-Qui,786639
VID01701,24,25,208.0,,Sim,720p,Fitness,Português,Sim,896756,55.0,192,27,6374.0,14830,,346,Não,Tarde,Sábado,660914
VID02396,48,100,190.0,32.0,Sim,4K,Fitness,Português,Não,822443,7.0,86,23,9569.0,43934,2058.0,550,Não,Tarde,Domingo,674007
VID00310,42,66,243.0,34.0,Sim,1080p,Culinária,Português,Não,8789,78.0,237,22,3701.0,40443,4819.0,441,Não,Madrugada,Sexta,158969
VID00592,31,57,671.0,15.0,Sim,720p,Fitness,Português,Não,196336,15.0,321,1,3330.0,41329,199.0,507,Não,Noite,Sexta,214498
VID00463,28,75,671.0,49.0,Não,720p,Música,Português,Sim,469359,115.0,236,4,7273.0,18084,4167.0,608,Não,Madrugada,Sábado,863489
VID02114,39,100,799.0,29.0,Não,480p,Gaming,Inglês,Não,377005,26.0,79,10,5965.0,48295,1353.0,943,Não,Tarde,Seg-Qui,1540176
VID02181,55,78,895.0,46.0,Sim,720p,Gaming,Português,Não,499324,67.0,430,19,5142.0,25539,3337.0,718,Não,Noite,Domingo,772924
VID01245,7,94,286.0,30.0,Sim,720p,Música,Espanhol,Sim,917343,111.0,47,6,6494.0,9585,4356.0,500,Não,Madrugada,Domingo,1958168
VID02055,16,26,312.0,35.0,Não,1080p,Tecnologia,Espanhol,Não,908847,37.0,331,26,5628.0,48176,529.0,715,Sim,Noite,Domingo,1331467
VID00553,54,67,215.0,6.0,Não,1080p,Vlogs,Português,Não,790203,14.0,462,22,7982.0,22016,4852.0,6,Não,Manhã,Domingo,720665
VID00088,45,47,434.0,28.0,Sim,4K,Tecnologia,Inglês,Não,100887,71.0,361,30,8381.0,21080,4302.0,405,Não,Tarde,Sexta,664567
VID00691,36,41,389.0,44.0,Sim,1080p,Fitness,Português,Não,247167,55.0,30,23,9113.0,33155,1383.0,175,Não,Manhã,Sexta,318654
VID01732,58,90,390.0,26.0,Sim,1080p,Vlogs,Português,Não,26309,76.0,211,21,8783.0,47524,604.0,523,Sim,Madrugada,Sábado,247577
VID01993,30,56,151.0,49.0,Não,1080p,Vlogs,Português,Não,850640,44.0,247,19,1831.0,17361,2786.0,283,Não,Tarde,Sábado,713283
VID02432,33,19,167.0,50.0,Sim,480p,Culinária,Português,Não,354549,72.0,456,11,181.0,33007,4827.0,930,Sim,Madrugada,Sábado,451309
VID01654,56,28,83.0,5.0,Sim,1080p,Fitness,Português,Não,992409,95.0,63,17,2529.0,19363,2258.0,951,Não,Tarde,Sábado,730294
VID01191,60,35,198.0,26.0,Não,1080p,Educação,Inglês,Não,208443,45.0,73,7,5247.0,25428,2442.0,909,Sim,Tarde,Seg-Qui,699703
VID00801,37,97,145.0,35.0,Não,720p,Educação,Português,Não,459469,3.0,8,12,2311.0,49264,2995.0,193,Não,Manhã,Sexta,405534
VID02081,46,97,679.0,37.0,Sim,720p,Tecnologia,Português,Sim,839624,76.0,1,4,3158.0,36809,4679.0,517,Não,Manhã,Sábado,939973
VID00301,37,24,742.0,40.0,Não,1080p,Vlogs,Português,Sim,921157,37.0,107,15,9695.0,24505,413.0,402,Não,Manhã,Sábado,836166
VID02221,16,31,907.0,4.0,Sim,1080p,Música,Português,Sim,194142,47.0,447,11,9512.0,28920,3293.0,919,Não,Tarde,Sábado,445278
VID00544,18,64,966.0,43.0,Sim,720p,Gaming,Português,Não,463537,50.0,419,4,6797.0,11226,2066.0,31,Não,Noite,Sábado,707914
VID01802,4,60,209.0,20.0,Sim,1080p,Música,Português,Não,26727,83.0,461,19,6409.0,4943,1105.0,352,Não,Manhã,Sábado,122743
VID02235,4,90,815.0,49.0,Não,1080p,Educação,Português,Não,597586,,337,23,5151.0,45192,1244.0,74,Não,Manhã,Sábado,477025
VID00495,13,15,877.0,28.0,Sim,4K,Fitness,Espanhol,Não,977020,,107,8,9092.0,2134,3782.0,87,Não,Madrugada,Sábado,917386
VID00366,26,39,531.0,19.0,Sim,1080p,Gaming,Inglês,Não,205546,75.0,438,12,2318.0,48637,4342.0,211,Não,Tarde,Sexta,1129132
VID02277,47,74,572.0,39.0,Sim,480p,Educação,Inglês,Não,367267,40.0,350,21,1482.0,21718,4772.0,456,Não,Madrugada,Sexta,817038
VID01794,2,24,234.0,15.0,Sim,1080p,Culinária,Português,Não,69568,12.0,206,10,9002.0,28992,2481.0,776,Não,Manhã,Domingo,207177
VID00274,33,89,74.0,6.0,Sim,480p,Tecnologia,Inglês,Sim,715068,75.0,11,5,7620.0,43130,3078.0,523,Não,Noite,Domingo,2039095
VID00789,20,47,215.0,25.0,Sim,720p,Vlogs,Português,Não,25875,65.0,1,17,3351.0,8524,3047.0,878,Não,Manhã,Domingo,115081
VID00072,36,87,821.0,18.0,Sim,720p,Educação,Português,Não,75118,73.0,482,8,5180.0,37242,4130.0,942,Não,Noite,Domingo,214085
VID01273,11,35,784.0,43.0,Sim,1080p,Educação,Inglês,Não,840450,94.0,128,19,4861.0,45964,2937.0,722,Não,Manhã,Seg-Qui,1536645
VID02164,16,76,562.0,10.0,Não,4K,Música,Português,Sim,802465,59.0,236,18,7794.0,36171,3320.0,654,Não,Noite,Domingo,1360276
VID00064,3,38,915.0,10.0,Sim,4K,Fitness,Inglês,Não,677237,111.0,495,3,3812.0,3121,4723.0,186,Não,Noite,Seg-Qui,1320724
VID00395,52,39,314.0,8.0,Sim,1080p,Educação,Português,Não,3977,46.0,64,30,1724.0,38684,39.0,529,Não,Madrugada,Seg-Qui,126373
VID01553,30,10,893.0,5.0,Não,720p,Vlogs,Português,Sim,341130,8.0,55,26,2633.0,36027,3096.0,828,Não,Manhã,Sexta,377665
VID00344,42,69,1000.0,33.0,Sim,480p,Culinária,Espanhol,Sim,305483,11.0,177,24,9646.0,32135,4887.0,945,Não,Noite,Sábado,482413
VID01408,28,91,286.0,4.0,Não,1080p,Gaming,Português,Não,231931,55.0,80,30,1604.0,18297,4915.0,85,Não,Tarde,Domingo,409983
VID01414,27,93,841.0,16.0,Sim,4K,Educação,Português,Não,419152,20.0,101,22,6174.0,28434,4902.0,424,Não,Madrugada,Domingo,350446
VID00501,3,92,266.0,30.0,Não,1080p,Culinária,Português,Não,421510,12.0,343,7,3410.0,31826,3359.0,414,Não,Tarde,Sábado,400895
VID01712,18,17,883.0,22.0,Sim,1080p,Educação,Espanhol,Sim,649501,72.0,230,7,2376.0,44782,1300.0,278,Não,Noite,Domingo,630532
VID01947,6,76,773.0,41.0,Sim,1080p,Fitness,Espanhol,Não,484815,103.0,369,9,7925.0,18747,157.0,251,Não,Tarde,Sábado,535705
VID00678,46,49,587.0,16.0,Sim,1080p,Culinária,Inglês,Sim,204040,37.0,298,24,9633.0,13844,3740.0,582,Não,Madrugada,Sexta,685458
VID01054,58,16,782.0,23.0,Não,1080p,Educação,Inglês,Não,678503,8.0,125,23,3809.0,44638,2602.0,72,Não,Manhã,Sábado,1193624
VID01930,53,25,340.0,33.0,Sim,1080p,  Tecnologia,Português,Não,924675,7.0,215,28,7964.0,10903,2352.0,820,Não,Manhã,Sábado,931120
VID01564,3,46,907.0,37.0,Não,1080p,Tecnologia,Português,Sim,363284,38.0,351,13,9779.0,34202,3946.0,844,Não,Manhã,Sábado,478891
VID00273,7,33,193.0,21.0,Sim,1080p,Culinária,Inglês,Sim,698234,28.0,144,25,4860.0,38589,2129.0,472,Não,Manhã,Sexta,1520111
VID01176,48,100,901.0,49.0,Sim,1080p,Tecnologia,Inglês,Não,697857,16.0,77,10,9942.0,49618,4710.0,871,Sim,Madrugada,Seg-Qui,2239311
VID00206,45,32,167.0,15.0,Sim,1080p,Educação,Inglês,Não,922817,115.0,73,7,7394.0,27280,2136.0,970,Sim,Manhã,Sábado,1663166
VID00734,20,28,859.0,18.0,Sim,1080p,Tecnologia,Inglês,Não,820088,80.0,142,12,3206.0,952,3357.0,321,Não,Madrugada,Sexta,2043127
VID00153,28,92,463.0,47.0,Não,1080p,Tecnologia,Português,Não,86777,110.0,500,15,5794.0,20234,2613.0,986,Não,Tarde,Sexta,215524
VID01084,22,78,717.0,3.0,Sim,480p,Gaming,Inglês,Não,516763,4.0,405,17,1476.0,19713,2292.0,962,Não,Manhã,Sexta,1822354
VID00558,2,94,482.0,49.0,Não,1080p,Gaming,Português,Sim,477138,8.0,393,6,463.0,35075,1165.0,96,Não,Tarde,Sexta,733453
VID00378,37,71,417.0,3.0,Sim,480p,Gaming,Espanhol,Não,77180,42.0,136,1,5330.0,11155,2358.0,349,Não,Manhã,Sábado,225467
VID01451,29,76,142.0,17.0,Sim,1080p,Música,Inglês,Sim,37769,1.0,112,18,9866.0,7856,2590.0,349,Não,Tarde,Sábado,382023
VID00536,41,71,704.0,35.0,Sim,720p,Vlogs,Português,Sim,856802,86.0,17,30,4628.0,17672,577.0,211,Não,Manhã,Sexta,770394
VID01227,16,87,601.0,14.0,Sim,1080p,Música,Português,Sim,13991,109.0,378,5,,23302,,345,Não,Manhã,Seg-Qui,192915
VID01038,11,50,239.0,39.0,Sim,480p,Música,Português,Não,207763,118.0,385,4,2384.0,18557,4981.0,997,Sim,Tarde,Sexta,508380
VID00889,38,40,842.0,41.0,Sim,720p,Música,Inglês,Não,286,55.0,22,11,88.0,2085,3397.0,760,Não,Manhã,Seg-Qui,2767783
VID00199,46,52,255.0,10.0,Sim,1080p,Gaming,Português,Sim,417641,100.0,6,24,841.0,1650,4896.0,151,Não,Noite,Seg-Qui,606425
VID00562,48,91,256.0,5.0,Sim,720p,Gaming,Português,Sim,811076,116.0,452,17,1678.0,25860,4576.0,172,Não,Noite,Domingo,1158283
VID00686,37,31,78.0,20.0,Sim,720p,Vlogs,Português,Não,270292,98.0,318,30,4072.0,26589,4620.0,890,Não,Noite,Sexta,363157
VID01243,45,73,105.0,20.0,Sim,4K,Culinária,Português,Não,576353,101.0,304,12,7425.0,32837,1638.0,557,Não,Madrugada,Sexta,560846
VID00591,50,69,700.0,32.0,Sim,1080p,Educação,Português,Não,807563,36.0,259,30,3515.0,25166,1773.0,69,Não,Madrugada,Sexta,537856
VID00520,34,37,599.0,20.0,Sim,4K,Gaming,Português,Não,509319,77.0,467,1,3602.0,46702,3706.0,917,Não,Madrugada,Seg-Qui,4047369
