car_id,brand,model_year,mileage_km,fuel_type,engine_size_liters,horsepower,transmission,drivetrain,condition,previous_owners,accident_history,service_history,air_conditioning,power_steering,power_windows,airbags_count,abs_brakes,interior_material,sound_system,sunroof,parking_sensors,warranty_months,imported,color,price_brl
CAR00597,Honda,2014,56707.0,Gasolina,1.0,251.0,Automatizada,Traseira,Bom,5.0,2+ acidentes,Completo,Não,Sim,Não,3.0,Sim,Couro Legítimo,Multimídia,Não,Sim,28.0,Não,Preto,28104
CAR00407,Toyota,2023,110410.0,Flex,1.6,165.0,Manual,Traseira,Bom,3.0,Sem acidentes,Completo,Sim,Não,Sim,3.0,Sim,Tecido,Básico,Não,Não,16.0,Não,Azul,52097
CAR02507,Ford,2013,192464.0,Etanol,1.3,242.0,CVT,Dianteira,Regular,2.0,2+ acidentes,Sem histórico,Sim,Sim,Não,1.0,Não,Couro Sintético,Básico,Não,Sim,17.0,Não,Vermelho,8000
CAR00582,Honda,2014,35109.0,Flex,1.0,257.0,Manual,Traseira,Bom,4.0,1 acidente leve,Completo,Sim,Sim,Sim,1.0,Não,Couro Sintético,Básico,Não,Sim,1.0,Não,Prata,23703
CAR01640,Hyundai,2013,74504.0,Gasolina,1.4,231.0,Automática,Dianteira,Bom,1.0,Sem acidentes,Parcial,Sim,Sim,Sim,0.0,Sim,Tecido,Multimídia,Não,Sim,25.0,Não,Azul,37465
CAR00498,Chevrolet,2023,5887.0,Gasolina,1.0,140.0,CVT,4x4,Regular,1.0,Sem acidentes,Parcial,Sim,Sim,Sim,8.0,Não,Tecido,Premium,Não,Não,25.0,Não,Branco,75155
CAR00979,Volkswagen,2010,5717.0,Flex,1.4,189.0,CVT,Dianteira,Bom,2.0,Sem acidentes,Completo,Sim,Sim,Sim,6.0,Não,Tecido,Premium,Não,Sim,1.0,Não,Preto,35369
CAR00343,Volkswagen,2014,166953.0,Flex,2.4,288.0,CVT,4x4,Bom,4.0,Sem acidentes,Parcial,Sim,Sim,Sim,6.0,Sim,Tecido,Básico,Não,Não,35.0,Não,Prata,47356
CAR01775,  Hyundai,2010,197485.0,Flex,1.3,259.0,Manual,Dianteira,Bom,5.0,Sem acidentes,Parcial,Sim,Sim,Não,6.0,Não,Couro Sintético,Multimídia,Não,Não,3.0,Não,Branco,8000
CAR00300,Chevrolet,2012,221101.0,Flex,1.4,86.0,Automática,Dianteira,Bom,4.0,2+ acidentes,Parcial,Sim,Não,Sim,7.0,Não,Couro Sintético,Básico,Não,Não,20.0,Não,Prata,8000
CAR02302,Chevrolet,2014,30095.0,Flex,1.0,71.0,Automática,Dianteira,Bom,3.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,4.0,Não,Couro Sintético,Multimídia,Não,Não,10.0,Não,Prata,29415
CAR01030,Volkswagen,2014,50095.0,Gasolina,2.0,244.0,Automatizada,Dianteira,Bom,5.0,Sem acidentes,Parcial,Sim,Sim,Não,0.0,Não,Tecido,Básico,Não,Não,13.0,Não,Preto,16390
CAR02369,Chevrolet,2014,233338.0,Flex,1.0,203.0,Automática,4x4,Regular,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,7.0,Sim,Couro Sintético,Premium,Não,Não,14.0,Sim,Azul,36555
CAR00618,Toyota,2011,60276.0,Híbrido,2.4,190.0,Automática,Dianteira,Bom,1.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,3.0,Sim,Tecido,Multimídia,Não,Não,5.0,Não,Branco,44622
CAR01394,Chevrolet,2017,,Flex,1.6,171.0,Manual,Dianteira,Excelente,5.0,Sem acidentes,Completo,Sim,Não,Não,6.0,Sim,Tecido,Premium,Não,Não,20.0,Não,Vermelho,26649
CAR00221,Toyota,2017,181679.0,Flex,1.4,176.0,Automatizada,Traseira,Bom,4.0,1 acidente leve,Parcial,Sim,Sim,Não,8.0,Sim,Tecido,Premium,Não,Sim,29.0,Sim,Preto,37016
CAR02349,Ford,2014,46743.0,Gasolina,2.0,116.0,Automática,Dianteira,Bom,4.0,2+ acidentes,Completo,Sim,Sim,Não,4.0,Não,Couro Sintético,Básico,Não,Sim,20.0,Não,Preto,14237
CAR01908,Volkswagen,2015,138059.0,Flex,1.0,168.0,Automática,Dianteira,Excelente,3.0,Sem acidentes,Completo,Não,Sim,Não,4.0,Sim,Couro Sintético,Básico,Não,Sim,26.0,Sim,Branco,41583
CAR01048,Honda,2013,178311.0,Diesel,1.8,287.0,Manual,Dianteira,Regular,5.0,1 acidente leve,Completo,Sim,Sim,Sim,4.0,Sim,Tecido,Básico,Não,Sim,17.0,Não,Prata,8000
CAR00085,Fiat,2013,8642.0,Flex,1.8,88.0,Automática,Traseira,Excelente,5.0,Sem acidentes,Completo,Sim,Sim,Sim,6.0,Sim,Tecido,Básico,Sim,Não,4.0,Não,Prata,44052
CAR01538,Chevrolet,2024,41683.0,Gasolina,1.6,121.0,CVT,Dianteira,Excelente,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,5.0,Sim,Tecido,Básico,Não,Não,15.0,Não,Vermelho,228128
CAR00267,Toyota,2011,163128.0,Etanol,1.3,284.0,Automática,4x4,Bom,1.0,Sem acidentes,Parcial,Sim,Sim,Sim,5.0,Não,Tecido,Básico,Não,Não,20.0,Não,Preto,40228
CAR01375,Chevrolet,2019,103000.0,Gasolina,1.6,126.0,Manual,Dianteira,Bom,5.0,Sem acidentes,Parcial,Não,Sim,Sim,0.0,Sim,Tecido,Premium,Não,Sim,15.0,Não,Prata,8000
CAR00291,Toyota,2019,189531.0,Gasolina,1.0,85.0,Automática,Dianteira,Bom,5.0,Sem acidentes,Sem histórico,Sim,Sim,Não,1.0,Sim,Tecido,Básico,Não,Não,13.0,Não,Cinza,8000
CAR00638,Volkswagen,2013,75821.0,ETANOL,1.6,218.0,Manual,Dianteira,Excelente,1.0,Sem acidentes,Completo,Sim,Sim,Sim,8.0,Não,Couro Sintético,Multimídia,Não,Não,27.0,Não,Vermelho,32114
CAR01714,Volkswagen,2024,41639.0,Flex,1.0,191.0,Automática,Dianteira,Regular,1.0,Sem acidentes,Parcial,Sim,Sim,Sim,1.0,Sim,Couro Legítimo,Premium,Não,Não,7.0,Não,Vermelho,67224
CAR00417,Chevrolet,2021,206554.0,Gasolina,2.0,290.0,Automática,Traseira,Ruim,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,0.0,Não,Tecido,Multimídia,Não,Sim,7.0,Não,Azul,13912
CAR00473,Chevrolet,2018,147961.0,Gasolina,1.6,237.0,Automática,4x4,Bom,4.0,2+ acidentes,Completo,Sim,Sim,Sim,5.0,Sim,Tecido,Multimídia,Não,Sim,31.0,Não,Branco,41052
CAR02278,Volkswagen,2016,140994.0,Flex,1.4,275.0,Automática,Dianteira,Bom,4.0,Sem acidentes,Completo,Sim,Sim,Sim,0.0,Não,Tecido,Básico,Não,Não,9.0,Não,Cinza,23914
CAR02469,Ford,2018,150281.0,Gasolina,1.8,120.0,Automatizada,Dianteira,Bom,5.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,6.0,Não,Tecido,Premium,Não,Não,4.0,Não,Branco,8000
CAR02439,Chevrolet,2012,88291.0,Híbrido,1.6,123.0,Manual,4x4,Excelente,,1 acidente leve,Parcial,Não,Sim,Sim,2.0,Sim,Tecido,Premium,Não,Não,1.0,Sim,Preto,51879
CAR01069,Toyota,2018,16577.0,Flex,1.4,265.0,Manual,Dianteira,Regular,2.0,Sem acidentes,Parcial,Sim,Sim,Sim,8.0,Sim,Couro Sintético,Básico,Não,Sim,4.0,Não,Prata,54420
CAR00839,Hyundai,2021,236848.0,Gasolina,1.8,134.0,Automática,Dianteira,Bom,5.0,2+ acidentes,Parcial,Sim,Sim,Sim,8.0,Sim,Tecido,Básico,Não,Não,6.0,Não,Prata,8000
CAR13031,Ford,2018,71253.0,Flex,1.6,180.0,Manual,4x4,Regular,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,6.0,Não,Tecido,Básico,Não,Não,9.0,Não,Prata,34658
CAR01166,Hyundai,2015,117599.0,Gasolina,2.0,113.0,Manual,Dianteira,Bom,2.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,6.0,Não,Tecido,Premium,Não,Não,32.0,Não,Prata,8000
CAR00279,Volkswagen,2011,168324.0,Elétrico,1.0,80.0,Manual,Dianteira,Regular,4.0,Sem acidentes,Completo,Sim,Sim,Não,5.0,Não,Tecido,Multimídia,Não,Sim,12.0,Não,Prata,9556
CAR02388,Volkswagen,2021,31553.0,Elétrico,1.6,192.0,Manual,Dianteira,Regular,1.0,Sem acidentes,Sem histórico,Sim,Não,Sim,3.0,Não,Tecido,Premium,Não,Não,14.0,Não,Azul,59251
CAR00924,Ford,2015,201846.0,Híbrido,1.3,190.0,Automática,Dianteira,Regular,2.0,Sem acidentes,Parcial,Não,Sim,Sim,6.0,Sim,Couro Legítimo,Básico,Não,Não,6.0,Sim,Vermelho,52923
CAR02259,Toyota,2010,197994.0,Flex,1.6,95.0,Automática,Traseira,Bom,5.0,Sem acidentes,Completo,Sim,Sim,Sim,4.0,Sim,Couro Legítimo,Básico,Sim,Sim,20.0,Não,Cinza,18056
CAR00019,Honda,2022,52118.0,Gasolina,2.4,207.0,CVT,Traseira,Regular,3.0,2+ acidentes,Completo,Sim,Não,Não,2.0,Sim,Couro Sintético,Multimídia,Não,Não,17.0,Não,Branco,53223
CAR01264,Honda,2024,132314.0,Diesel,1.6,204.0,CVT,Traseira,Bom,3.0,1 acidente leve,Parcial,Sim,Sim,Sim,2.0,Não,Couro Sintético,Multimídia,Não,Sim,29.0,Sim,Prata,86891
CAR02138,Hyundai,2019,15589.0,Flex,1.6,156.0,CVT,Dianteira,Excelente,2.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,7.0,Sim,Tecido,Multimídia,Não,Sim,23.0,Não,Prata,74613
CAR01282,Volkswagen,2017,10741.0,Flex,2.4,136.0,Manual,Dianteira,Bom,5.0,Sem acidentes,Completo,Não,Sim,Sim,3.0,Sim,Tecido,Premium,Não,Não,1.0,Não,Branco,25369
CAR02251,Chevrolet,2021,161625.0,Flex,1.4,275.0,Manual,Dianteira,Bom,5.0,Sem acidentes,Parcial,Sim,Sim,Não,7.0,Sim,Tecido,Premium,Não,Sim,23.0,Não,Vermelho,34939
CAR00917,Ford,2017,141690.0,Gasolina,2.4,231.0,Automática,4x4,Regular,5.0,1 acidente leve,Parcial,Sim,Sim,Não,3.0,Não,Couro Sintético,Multimídia,Não,Não,0.0,Não,Cinza,28788
CAR01717,Toyota,2014,219496.0,Gasolina,1.4,123.0,Manual,Dianteira,Bom,3.0,1 acidente leve,Sem histórico,Sim,Sim,Não,1.0,Não,Tecido,Básico,Não,Não,23.0,Não,Vermelho,8000
CAR01745,Fiat,2018,238861.0,Gasolina,2.4,75.0,Manual,Dianteira,Regular,4.0,1 acidente leve,Completo,Não,Sim,Não,0.0,Sim,Tecido,Básico,Não,Não,1.0,Sim,Azul,8000
CAR00633,Chevrolet,2013,17905.0,Diesel,1.8,288.0,Automática,Dianteira,Bom,2.0,Sem acidentes,Completo,Não,Sim,Sim,2.0,Sim,Tecido,Premium,Não,Não,34.0,Não,Azul,65814
CAR00220,Toyota,2019,109601.0,FLEX,1.0,285.0,Manual,Dianteira,Regular,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,5.0,Sim,Tecido,Multimídia,Não,Não,29.0,Não,Prata,47531
CAR00651,Toyota,2014,230923.0,Etanol,3.0,92.0,CVT,Traseira,Bom,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,5.0,Sim,Tecido,Multimídia,Não,Não,14.0,Sim,Cinza,13530
CAR01211,Chevrolet,2017,246407.0,Etanol,1.6,172.0,Manual,Dianteira,Bom,2.0,1 acidente leve,Completo,Sim,Sim,Sim,2.0,Sim,Couro Sintético,Multimídia,Não,Não,3.0,Não,Vermelho,8000
CAR00304,Hyundai,2012,65142.0,Diesel,2.0,149.0,Automatizada,Dianteira,Regular,5.0,Sem acidentes,Parcial,Sim,Não,Não,2.0,Sim,Tecido,Premium,Sim,Não,12.0,Não,Cinza,26437
CAR01780,Honda,2017,83116.0,Flex,1.6,249.0,Automatizada,Dianteira,Excelente,4.0,2+ acidentes,Completo,Sim,Sim,Não,4.0,Sim,Tecido,Básico,Não,Sim,9.0,Não,Azul,36914
CAR00658,Volkswagen,2018,202467.0,Diesel,1.3,294.0,CVT,Dianteira,Regular,4.0,1 acidente leve,Sem histórico,Sim,Sim,Sim,4.0,Não,Couro Sintético,Básico,Não,Não,16.0,Não,Azul,14234
CAR02049,  Fiat,2012,34227.0,Diesel,1.4,94.0,Automática,Traseira,Regular,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,8.0,Sim,Couro Sintético,Multimídia,Não,Não,30.0,Não,Prata,37437
CAR02220,Ford,2010,96128.0,Gasolina,1.4,119.0,Manual,Dianteira,Regular,2.0,1 acidente leve,Sem histórico,Sim,Sim,Sim,5.0,Sim,Tecido,Premium,Não,Sim,3.0,Não,Cinza,8000
CAR00345,Fiat,2020,83077.0,Elétrico,1.3,170.0,Automática,Dianteira,Excelente,3.0,Sem acidentes,Parcial,Sim,Sim,Não,6.0,Sim,Couro Legítimo,Básico,Não,Sim,29.0,Não,Cinza,124854
CAR00891,Volkswagen,2019,236670.0,Híbrido,1.4,265.0,Manual,Dianteira,Bom,5.0,Sem acidentes,Sem histórico,Sim,Sim,Não,8.0,Não,Couro Legítimo,Básico,Não,Sim,24.0,Não,Vermelho,36697
CAR02312,Honda,2021,152044.0,Flex,1.6,181.0,Automática,Dianteira,Regular,2.0,2+ acidentes,Parcial,Sim,Não,Sim,5.0,Sim,Tecido,Básico,Não,Sim,27.0,Não,Prata,24855
CAR00669,Volkswagen,2017,226552.0,Diesel,1.0,151.0,Manual,Dianteira,Bom,5.0,Sem acidentes,Completo,Sim,Sim,Não,8.0,Sim,Tecido,Básico,Não,Não,23.0,Não,Vermelho,8000
CAR02127,Volkswagen,2011,43084.0,Diesel,1.4,222.0,Manual,Dianteira,Excelente,4.0,Sem acidentes,Parcial,Sim,Sim,Não,4.0,Sim,Tecido,Básico,Sim,Não,0.0,Não,Branco,22904
CAR00977,Honda,2023,238192.0,Flex,1.6,218.0,Automática,Dianteira,Regular,2.0,Sem acidentes,Parcial,Sim,Sim,Sim,8.0,Sim,Couro Sintético,Básico,Não,Não,7.0,Sim,Azul,52376
CAR02152,Ford,2012,55599.0,Gasolina,1.6,219.0,Manual,Dianteira,Bom,4.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,1.0,Sim,Couro Sintético,Premium,Sim,Não,24.0,Não,Prata,19909
CAR01081,Volkswagen,2016,129168.0,Gasolina,1.0,224.0,Automática,Dianteira,Excelente,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,1.0,Sim,Couro Sintético,Premium,Não,Sim,23.0,Não,Cinza,36133
CAR01719,Volkswagen,2024,94037.0,Gasolina,1.3,280.0,Automática,Dianteira,Regular,2.0,Sem acidentes,Completo,Sim,Sim,Sim,1.0,Sim,Tecido,Multimídia,Não,Não,33.0,Não,Preto,58915
CAR01129,Ford,2011,54522.0,Elétrico,2.0,132.0,Automática,Dianteira,Bom,3.0,1 acidente leve,Sem histórico,Sim,Não,Sim,3.0,Não,Tecido,Multimídia,Não,Sim,5.0,Não,Prata,34630
CAR00193,Hyundai,2012,354830.0,Etanol,1.0,241.0,Manual,Dianteira,Excelente,5.0,1 acidente leve,Parcial,Sim,Sim,Sim,0.0,Sim,Tecido,Básico,Não,Sim,30.0,Não,Vermelho,8000
CAR00175,Ford,2012,141028.0,Gasolina,1.4,138.0,Manual,4x4,Bom,4.0,1 acidente leve,Parcial,Não,Sim,Não,3.0,Sim,Couro Sintético,Básico,Sim,Não,29.0,Não,Preto,8000
CAR01722,Honda,2013,229135.0,Diesel,1.6,158.0,Manual,Dianteira,Bom,5.0,Sem acidentes,Completo,Sim,Sim,Sim,6.0,Não,Tecido,Premium,Não,Não,35.0,Não,Preto,8000
CAR00652,Hyundai,2019,74212.0,Flex,3.0,85.0,Manual,Dianteira,Bom,1.0,2+ acidentes,Parcial,Sim,Sim,Sim,0.0,Não,Tecido,Multimídia,Não,Não,3.0,Não,Preto,8269
CAR01661,Ford,2014,227704.0,Flex,1.6,174.0,Automática,Dianteira,Bom,4.0,Sem acidentes,Parcial,Não,Sim,Sim,3.0,Sim,Couro Legítimo,Premium,Sim,Sim,8.0,Não,Vermelho,15360
CAR01948,Honda,2020,23395.0,Gasolina,1.0,271.0,CVT,Dianteira,Ruim,1.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,1.0,Sim,Couro Legítimo,Multimídia,Não,Não,3.0,Não,Prata,45925
CAR00730,Hyundai,2024,179875.0,Flex,1.8,278.0,Automática,Dianteira,Bom,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,1.0,Não,Tecido,Básico,Não,Não,23.0,Não,Branco,62006
CAR00129,Volkswagen,2017,68227.0,Gasolina,1.6,131.0,Manual,Traseira,Bom,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,5.0,Não,Tecido,Básico,Não,Não,0.0,Não,Prata,17645
CAR00341,Volkswagen,2011,183207.0,Flex,1.0,218.0,Manual,Dianteira,Regular,1.0,Sem acidentes,Parcial,Sim,Sim,Não,5.0,Sim,Couro Legítimo,Premium,Não,Não,33.0,Não,Branco,24124
CAR01763,Volkswagen,2023,28666.0,Flex,1.4,93.0,Manual,4x4,Excelente,3.0,Sem acidentes,Parcial,Não,Sim,Não,4.0,Não,Couro Sintético,Premium,Não,Não,4.0,Não,Branco,84224
CAR00681,Hyundai,2010,238540.0,Elétrico,2.0,251.0,Manual,Traseira,Bom,2.0,1 acidente leve,Parcial,Sim,Sim,Não,5.0,Não,Tecido,Premium,Sim,Não,26.0,Não,Cinza,22931
CAR01033,Chevrolet,2012,,Etanol,1.6,96.0,Manual,Dianteira,Excelente,1.0,Sem acidentes,Parcial,Sim,Sim,Sim,8.0,Não,Couro Sintético,Premium,Não,Não,16.0,Não,Preto,18958
CAR00308,Chevrolet,2016,98526.0,Gasolina,1.6,170.0,Manual,Dianteira,Bom,3.0,Sem acidentes,Completo,Sim,Sim,Não,3.0,Não,Couro Sintético,Premium,Sim,Não,10.0,Não,Prata,33208
CAR00384,Fiat,2023,106968.0,Etanol,2.0,288.0,Automática,Dianteira,Bom,1.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,7.0,Sim,Tecido,Básico,Não,Não,32.0,Não,Branco,53359
CAR01304,Toyota,2010,35908.0,Flex,1.8,125.0,Automática,Dianteira,Regular,4.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,7.0,Sim,Couro Sintético,Premium,Não,Não,35.0,Não,Prata,35545
CAR02334,Volkswagen,2016,139164.0,Gasolina,1.8,294.0,Automática,Dianteira,Regular,2.0,1 acidente leve,Completo,Não,Sim,Não,8.0,Sim,Tecido,Básico,Não,Não,14.0,Não,Branco,29230
CAR01950,Honda,2012,239315.0,Diesel,1.6,86.0,Automática,Dianteira,Ruim,4.0,1 acidente leve,Parcial,Sim,Sim,Não,4.0,Não,Tecido,Premium,Não,Sim,12.0,Não,Preto,8000
CAR00178,Hyundai,2014,71641.0,Etanol,1.3,210.0,Automática,Dianteira,Excelente,1.0,Sem acidentes,Completo,Sim,Sim,Sim,3.0,Sim,Couro Sintético,Premium,Não,Não,18.0,Não,Preto,47998
CAR00427,Toyota,2022,173636.0,Flex,1.6,293.0,Manual,Dianteira,Excelente,4.0,Sem acidentes,Parcial,Sim,Sim,Sim,6.0,Sim,Couro Sintético,Básico,Não,Sim,26.0,Não,Azul,64369
CAR01445,Hyundai,2015,190639.0,Híbrido,1.0,131.0,CVT,Traseira,Bom,4.0,1 acidente leve,Completo,Sim,Sim,Sim,6.0,Não,Tecido,Premium,Não,Não,30.0,Não,Azul,38034
CAR02307,Hyundai,2012,204451.0,Flex,1.8,283.0,Automática,Traseira,Bom,3.0,Sem acidentes,Parcial,Sim,Sim,Não,5.0,Sim,Tecido,Básico,Não,Sim,12.0,Não,Prata,15636
CAR02105,Volkswagen,2013,206495.0,Gasolina,1.4,288.0,Manual,Dianteira,Bom,,2+ acidentes,Parcial,Sim,Sim,Sim,3.0,Sim,Couro Sintético,Premium,Não,Não,18.0,Sim,Azul,8000
CAR01095,Honda,2013,202097.0,Etanol,1.0,197.0,CVT,Dianteira,Bom,2.0,1 acidente leve,Sem histórico,Sim,Sim,Sim,8.0,Sim,Tecido,Básico,Não,Não,29.0,Sim,Prata,8000
CAR00185,Hyundai,2013,117492.0,Gasolina,1.3,299.0,Automatizada,Traseira,Bom,3.0,1 acidente leve,Parcial,Sim,Sim,Sim,0.0,Sim,Tecido,Básico,Não,Sim,30.0,Sim,Vermelho,18341
CAR00946,Toyota,2016,95932.0,Gasolina,1.4,242.0,Automática,Dianteira,Regular,,Sem acidentes,Completo,Sim,Sim,Não,2.0,Não,Couro Legítimo,Básico,Não,Sim,33.0,Sim,Vermelho,63457
CAR02034,Honda,2022,147867.0,Flex,1.4,282.0,Automática,Dianteira,Bom,2.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,1.0,Sim,Couro Sintético,Premium,Não,Sim,24.0,Não,Prata,60944
CAR02052,Chevrolet,2022,17306.0,Flex,1.4,241.0,Automática,Dianteira,Regular,4.0,1 acidente leve,Parcial,Não,Sim,Sim,4.0,Sim,Couro Sintético,Premium,Não,Não,19.0,Não,Preto,49413
CAR00696,Volkswagen,2016,63671.0,Flex,1.3,266.0,Manual,Traseira,Excelente,3.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,0.0,Sim,Couro Sintético,Básico,Não,Não,12.0,Não,Prata,36507
CAR01034,Toyota,2023,132619.0,Flex,2.0,140.0,CVT,Traseira,Regular,5.0,Sem acidentes,Parcial,Não,Sim,Sim,7.0,Não,Tecido,Básico,Não,Não,3.0,Não,Vermelho,33740
CAR00799,Hyundai,2016,133128.0,Etanol,1.6,288.0,Manual,Dianteira,Bom,5.0,1 acidente leve,Completo,Não,Sim,Não,5.0,Sim,Couro Sintético,Premium,Não,Sim,1.0,Sim,Preto,20698
CAR00648,Fiat,2022,55516.0,Gasolina,1.6,114.0,Manual,Traseira,Bom,,Sem acidentes,Parcial,Sim,Sim,Sim,7.0,Sim,Tecido,Básico,Não,Sim,16.0,Não,Azul,39803
CAR00490,Hyundai,2015,152595.0,Flex,1.3,118.0,Manual,4x4,Bom,2.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,5.0,Sim,Tecido,Básico,Não,Sim,15.0,Não,Branco,16172
CAR02478,Fiat,2015,69892.0,Flex,1.4,216.0,Automática,Dianteira,Bom,1.0,1 acidente leve,Sem histórico,Sim,Sim,Sim,2.0,Sim,Tecido,Premium,Não,Sim,16.0,Não,Azul,20688
CAR01545,Volkswagen,2010,234602.0,Etanol,1.6,135.0,Manual,4x4,Regular,2.0,Sem acidentes,Parcial,Sim,Sim,Não,2.0,Sim,Tecido,Básico,Não,Sim,21.0,Não,Azul,8000
CAR02274,Honda,2017,232203.0,Híbrido,1.8,107.0,CVT,Dianteira,Ruim,2.0,Sem acidentes,Completo,Não,Sim,Sim,3.0,Não,Tecido,Básico,Não,Não,19.0,Não,Vermelho,22814
CAR00728,Honda,2019,239864.0,Diesel,1.0,151.0,CVT,Dianteira,Bom,4.0,1 acidente leve,Parcial,Sim,Sim,Sim,7.0,Sim,Tecido,Básico,Não,Sim,12.0,Não,Prata,8000
CAR01685,Volkswagen,2014,183836.0,Elétrico,1.4,177.0,Automática,Traseira,Bom,1.0,Sem acidentes,Completo,Sim,Não,Sim,3.0,Sim,Tecido,Básico,Não,Não,33.0,Não,Prata,53520
CAR01518,Honda,2011,92438.0,Flex,1.0,119.0,Manual,Dianteira,Bom,2.0,Sem acidentes,Completo,Sim,Sim,Sim,3.0,Sim,Couro Sintético,Básico,Não,Não,27.0,Não,Prata,9487
CAR01548,Hyundai,2018,16151.0,Etanol,1.0,97.0,Automatizada,Dianteira,Ruim,1.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,8.0,Não,Tecido,Multimídia,Sim,Sim,6.0,Não,Vermelho,35222
CAR00119,Hyundai,2018,154092.0,Etanol,1.6,262.0,Automatizada,Dianteira,Bom,4.0,Sem acidentes,Completo,Sim,Sim,Não,7.0,Sim,Couro Sintético,Premium,Não,Sim,20.0,Não,Prata,43912
CAR02003,Ford,2013,144920.0,Flex,1.0,135.0,Manual,4x4,Excelente,1.0,1 acidente leve,Parcial,Sim,Sim,Sim,3.0,Sim,Tecido,Multimídia,Não,Sim,3.0,Não,Azul,243724
CAR00282,Fiat,2014,216509.0,Gasolina,1.8,138.0,Manual,4x4,Bom,3.0,Sem acidentes,Completo,Sim,Sim,Sim,2.0,Não,Tecido,Básico,Não,Não,26.0,Não,Preto,8000
CAR02204,Chevrolet,2020,,Gasolina,1.6,490.0,Manual,Traseira,Bom,1.0,1 acidente leve,Completo,Sim,Sim,Sim,0.0,Sim,Tecido,Multimídia,Não,Não,21.0,Não,Vermelho,36252
CAR00680,Toyota,2024,26869.0,Gasolina,2.0,232.0,Manual,Dianteira,Bom,4.0,Sem acidentes,Completo,Não,Sim,Sim,5.0,Sim,Couro Sintético,Multimídia,Não,Sim,17.0,Não,Branco,78355
CAR01886,Toyota,2019,182011.0,Elétrico,2.0,189.0,Automática,Dianteira,Bom,5.0,Sem acidentes,Completo,Sim,Sim,Sim,0.0,Não,Tecido,Básico,Não,Não,26.0,Não,Cinza,56646
CAR01450,Fiat,2023,95221.0,Flex,1.4,86.0,Manual,Dianteira,Bom,4.0,Sem acidentes,Parcial,Sim,Sim,Sim,7.0,Não,Tecido,Premium,Sim,Sim,27.0,Não,Preto,43782
CAR00765,Toyota,2024,177166.0,Flex,1.4,144.0,Manual,Dianteira,Bom,1.0,Sem acidentes,Completo,Sim,Sim,Não,2.0,Sim,Couro Sintético,Básico,Não,Não,10.0,Não,Prata,36831
CAR01147,Honda,2014,167781.0,Diesel,2.0,241.0,Manual,Traseira,Bom,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,7.0,Sim,Couro Sintético,Multimídia,Não,Sim,7.0,Não,Branco,34211
CAR00367,Toyota,2016,38872.0,Gasolina,1.6,250.0,Manual,Traseira,Bom,5.0,2+ acidentes,Sem histórico,Sim,Não,Sim,4.0,Sim,Couro Sintético,Multimídia,Não,Não,15.0,Não,Azul,16276
CAR02004,Volkswagen,2015,83672.0,Gasolina,1.4,291.0,Automática,Dianteira,Bom,3.0,Sem acidentes,Completo,Sim,Sim,Sim,2.0,Não,Couro Sintético,Multimídia,Não,Sim,15.0,Não,Azul,50893
CAR00556,Ford,2014,37088.0,Elétrico,2.0,85.0,Automática,Traseira,Bom,4.0,Sem acidentes,Parcial,Sim,Sim,Não,3.0,Não,Tecido,Básico,Não,Não,9.0,Não,Branco,60812
CAR01718,Fiat,2012,24692.0,Gasolina,1.6,231.0,Manual,Dianteira,Excelente,5.0,1 acidente leve,Parcial,Não,Sim,Sim,8.0,Sim,Couro Sintético,Premium,Não,Não,9.0,Não,Azul,10807
CAR01136,Ford,2010,152839.0,Gasolina,1.0,149.0,Manual,Dianteira,Bom,3.0,1 acidente leve,Completo,Não,Sim,Sim,1.0,Sim,Tecido,Básico,Não,Não,27.0,Não,Cinza,8000
CAR00783,Volkswagen,2011,18652.0,Diesel,1.3,241.0,Automática,4x4,Bom,3.0,1 acidente leve,Parcial,Não,Sim,Sim,2.0,Sim,Tecido,Multimídia,Sim,Não,5.0,Não,Cinza,48878
CAR01314,Fiat,2021,41182.0,Gasolina,1.0,82.0,Automática,Dianteira,Regular,1.0,Sem acidentes,Completo,Sim,Sim,Não,4.0,Sim,Tecido,Básico,Não,Não,33.0,Não,Azul,47425
