restaurant_id,location_type,neighborhood_safety,parking_available,outdoor_seating,cuisine_type,price_range,seating_capacity,years_in_business,waiters_count,avg_service_time_min,accepts_reservations,delivery_service,health_inspection_score,chef_experience_years,menu_variety_items,daily_specials,has_website,social_media_followers,instagram_posts_count,online_reviews_count,live_music,kids_friendly,accepts_groups,average_rating
REST01309,Periferia,Alta,Sim,Não,Árabe,Moderado,109,16,7.0,75,Sim,Sim,50.6,6.0,67,Não,Sim,46077.0,44,1684,Sim,Não,Sim,4.23
REST01065,Centro,Média,Sim,Sim,Japonesa,Caro,35,25,18.0,63,Sim,Não,83.47,5.0,135,Não,Sim,20151.0,162,1255,Sim,Não,Sim,5.0
REST01623,Bairro Nobre,Média,Sim,Sim,Americana,Econômico,47,14,3.0,38,Sim,Sim,91.29,12.0,66,Sim,Não,13556.0,46,334,Não,Sim,Não,5.0
REST00434,Subúrbio,Alta,Sim,Sim,Vegetariana,Muito Caro,90,19,3.0,50,Não,Sim,55.12,5.0,144,Não,Sim,23005.0,157,1885,Não,Não,Não,3.7
REST00150,Periferia,Alta,Sim,Não,Brasileira,Econômico,124,24,11.0,18,Sim,Sim,96.07,8.0,82,Sim,Não,13295.0,990,595,Sim,Não,Sim,5.0
REST01224,Subúrbio,Baixa,Sim,Não,Vegetariana,Moderado,136,28,15.0,85,Sim,Sim,99.45,29.0,109,Sim,Sim,22235.0,75,1325,Não,Sim,Sim,5.0
REST01509,Centro,Média,Não,Sim,Vegetariana,Econômico,78,22,11.0,49,Não,Sim,76.36,27.0,35,Não,Sim,49284.0,789,1452,Não,Não,Não,5.0
REST00743,Bairro Nobre,Alta,Não,Sim,Japonesa,Econômico,46,19,11.0,75,Não,Sim,82.54,5.0,131,Sim,Não,49316.0,484,622,Não,Sim,Não,5.0
REST02494,Shopping,Média,Sim,Não,Vegetariana,Econômico,27,11,3.0,59,Não,Sim,97.31,13.0,109,Não,Não,33472.0,65,1778,Não,Não,Sim,5.0
REST02304,Centro,Média,Sim,Não,Brasileira,  Moderado,170,15,20.0,18,Não,Não,76.64,24.0,68,Sim,Sim,33660.0,901,335,Não,Sim,Não,5.0
REST01601,Shopping,Média,Sim,Não,Americana,Moderado,134,1,2.0,38,Sim,Não,87.0,19.0,71,Não,Não,18083.0,616,839,Não,Não,Sim,5.0
REST02289,Periferia,Média,Sim,Não,Italiana,Moderado,85,30,2.0,35,Sim,Sim,84.74,24.0,130,Não,Não,23935.0,847,1019,Não,Não,Não,5.0
REST02394,Shopping,Média,Sim,Não,Americana,Moderado,49,17,11.0,80,Sim,Sim,83.51,30.0,18,Não,Sim,13431.0,347,1372,Não,Não,Não,5.0
REST02306,Bairro Nobre,Média,Sim,Não,Italiana,Econômico,76,7,3.0,79,Não,Sim,91.67,1.0,12,Sim,Sim,19813.0,859,364,Não,Não,Sim,5.0
REST00164,Centro,Alta,Sim,Sim,Brasileira,Moderado,183,26,10.0,20,Sim,Não,66.16,2.0,130,Não,Não,17725.0,404,594,Não,Não,Sim,4.54
REST00403,Centro,Baixa,Sim,Não,Italiana,Moderado,146,8,6.0,84,Não,Não,59.74,17.0,17,Sim,Sim,46432.0,406,577,Não,Não,Sim,3.88
REST37769,Bairro Nobre,Média,Não,Não,Árabe,Moderado,164,24,8.0,36,Não,Sim,53.59,5.0,68,Não,Não,4110.0,384,550,Não,Sim,Sim,4.37
REST00487,Centro,Média,Sim,Não,Brasileira,Muito Caro,52,18,2.0,69,Sim,Sim,54.79,11.0,149,Não,Sim,23819.0,218,1559,Sim,Sim,Não,4.44
REST01605,Shopping,Alta,Sim,Não,Japonesa,Moderado,97,0,19.0,90,Não,Não,85.45,12.0,71,Sim,Sim,48445.0,97,1841,Não,Sim,Não,5.0
REST02023,Bairro Nobre,Baixa,Sim,Não,Italiana,Moderado,177,22,19.0,23,Sim,Sim,92.09,27.0,39,Sim,Sim,5188.0,264,1814,Não,Sim,Sim,5.0
REST01648,Periferia,Média,Não,Não,Americana,Econômico,199,11,5.0,65,Sim,Sim,96.67,23.0,67,Sim,Sim,22319.0,40,276,Não,Sim,Não,5.0
REST01504,Subúrbio,Baixa,Sim,Não,Japonesa,Econômico,157,7,9.0,69,Não,Sim,88.51,10.0,65,Não,Sim,,590,418,Não,Sim,Não,4.45
REST01591,Periferia,Baixa,Sim,Não,Americana,Moderado,80,22,19.0,72,Sim,Sim,93.1,10.0,99,Não,Não,41098.0,976,875,Não,Não,Sim,4.85
REST00439,Periferia,Média,Não,Não,Americana,Moderado,193,7,8.0,51,Sim,Não,70.27,26.0,53,Não,Sim,32349.0,729,635,Não,Não,Sim,4.26
REST00050,Periferia,Alta,Sim,Não,Italiana,Moderado,42,11,4.0,85,Sim,Não,69.93,22.0,33,Sim,Sim,29994.0,543,294,Sim,Não,Não,4.2
REST00068,Bairro Nobre,Baixa,Não,Não,Italiana,Caro,114,28,18.0,84,Não,Não,56.24,8.0,42,Sim,Sim,14212.0,50,1001,Não,Não,Sim,4.74
REST01651,Periferia,Média,Sim,Não,Americana,Econômico,28,9,9.0,21,Não,Sim,83.12,2.0,33,Não,Sim,816.0,967,575,Não,Não,Não,4.59
REST01404,Centro,Alta,Sim,Sim,Brasileira,Moderado,48,2,10.0,86,Sim,Sim,91.29,18.0,114,Sim,Não,42132.0,321,1462,Não,Não,Não,5.0
REST01923,Subúrbio,Alta,Não,Não,Árabe,Moderado,130,2,18.0,58,Sim,Sim,89.37,30.0,149,Não,Não,21652.0,686,845,Não,Sim,Não,5.0
REST00049,Bairro Nobre,Alta,Sim,Sim,Vegetariana,Moderado,181,6,10.0,64,Sim,Não,97.15,20.0,92,Não,Sim,33433.0,685,544,Não,Sim,Sim,5.0
REST00760,Bairro Nobre,Alta,Não,Não,Vegetariana,Muito Caro,195,13,7.0,23,Não,Sim,53.0,29.0,100,Sim,Não,48544.0,315,1922,Sim,Não,Sim,5.0
REST01464,Periferia,Média,Sim,Não,Brasileira,Moderado,170,8,11.0,39,Não,Sim,66.94,4.0,149,Não,Sim,42804.0,773,380,Não,Sim,Não,4.71
REST01335,Periferia,Baixa,Sim,Não,Vegetariana,Econômico,99,4,11.0,59,Não,Sim,61.84,9.0,20,Não,Sim,1383.0,508,173,Não,Não,Sim,2.95
REST01055,Shopping,Alta,Não,Não,Japonesa,Caro,129,14,4.0,40,Sim,Sim,94.37,10.0,120,Sim,Sim,20457.0,869,688,Não,Sim,Sim,5.0
REST00125,Centro,Média,Não,Não,Vegetariana,Econômico,137,22,18.0,49,Sim,Não,84.68,4.0,98,Não,Sim,30126.0,612,1107,Não,Sim,Não,4.72
REST00694,Centro,Alta,Sim,Sim,Japonesa,Econômico,62,29,11.0,39,Sim,Sim,73.37,23.0,33,Não,Sim,32721.0,281,1607,Sim,Sim,Sim,5.0
REST01135,Subúrbio,Baixa,Não,Não,Japonesa,Caro,111,17,15.0,25,Sim,Sim,89.02,16.0,111,Não,Sim,22408.0,649,879,Não,Não,Sim,5.0
REST02324,Periferia,Média,Sim,Não,Árabe,Econômico,136,0,,43,Sim,Não,,,116,Sim,Sim,20669.0,867,1749,Não,Não,Sim,4.42
REST01646,Centro,Média,Sim,Não,Árabe,Econômico,95,23,5.0,16,Sim,Sim,65.52,22.0,17,Não,Sim,10534.0,816,46,Não,Não,Sim,5.0
REST02421,Periferia,Alta,Não,Não,Vegetariana,Econômico,193,10,20.0,26,Sim,Sim,55.4,28.0,146,Não,Sim,15125.0,440,339,Não,Sim,Não,4.75
REST00026,Subúrbio,Baixa,Sim,Não,Italiana,Muito Caro,119,17,18.0,25,Sim,Sim,98.87,21.0,10,Sim,Sim,41215.0,89,475,Não,Não,Sim,5.0
REST02408,Centro,Média,Não,Sim,Japonesa,Econômico,96,15,13.0,70,Sim,Sim,54.3,12.0,133,Não,Não,39588.0,668,247,Sim,Não,Sim,4.54
REST00568,Shopping,Média,Sim,Não,Japonesa,Moderado,33,7,17.0,32,Não,Não,85.69,28.0,138,Não,Não,38205.0,856,1780,Não,Sim,Sim,5.0
REST02037,Periferia,Alta,Sim,Não,Vegetariana,Moderado,183,14,8.0,45,Sim,Sim,89.26,16.0,102,Não,Sim,38065.0,402,1565,Não,Não,Não,5.0
REST01641,Shopping,Alta,Não,Não,Árabe,Econômico,45,21,19.0,76,Sim,Sim,66.21,3.0,24,Não,Sim,43905.0,67,1073,Não,Sim,Sim,4.64
REST01614,Periferia,Alta,Sim,Não,Brasileira,Moderado,29,1,7.0,70,Sim,Não,68.75,11.0,69,Sim,Sim,19592.0,491,1462,Não,Sim,Não,4.1
REST01212,Subúrbio,Média,Sim,Não,Americana,Muito Caro,169,21,17.0,53,Não,Sim,70.29,9.0,15,Sim,Não,39749.0,480,1290,Sim,Não,Sim,4.55
REST02107,Subúrbio,Baixa,Não,Não,Italiana,Moderado,144,27,13.0,41,Sim,Não,56.62,30.0,47,Não,Sim,29047.0,517,381,Não,Não,Sim,4.13
REST01692,Periferia,Média,Sim,Sim,Americana,Caro,164,20,12.0,81,Sim,Sim,95.36,14.0,68,Sim,Não,29108.0,623,1195,Não,Não,Não,4.69
REST02428,Bairro Nobre,Baixa,Não,Não,Vegetariana,Moderado,137,4,16.0,35,Sim,Sim,73.24,1.0,37,Não,Não,5060.0,978,1992,Não,Sim,Sim,4.45
REST01171,Subúrbio,Baixa,Sim,Não,Brasileira,Econômico,66,30,17.0,42,Sim,Sim,98.28,28.0,21,Não,Sim,5523.0,752,260,Não,Não,Sim,5.0
REST00362,Periferia,Média,Sim,Não,Brasileira,Caro,199,16,11.0,82,Não,Sim,78.92,13.0,62,Sim,Sim,9215.0,469,880,Não,Não,Não,4.36
REST01602,Bairro Nobre,Média,Sim,Sim,Brasileira,Moderado,24,26,9.0,26,Não,Sim,75.69,16.0,111,Não,Sim,10328.0,367,1863,Não,Não,Sim,5.0
REST01178,Centro,Média,Sim,Sim,Vegetariana,Caro,65,7,14.0,22,Sim,Sim,66.23,30.0,63,Não,Sim,36553.0,479,1082,Não,Sim,Sim,5.0
REST02467,Centro,Média,Não,Sim,Vegetariana,Moderado,93,29,5.0,63,Sim,Sim,63.7,29.0,32,Sim,Sim,16582.0,294,373,Não,Não,Não,4.11
REST01877,Centro,Média,Sim,Não,Árabe,Muito Caro,87,23,14.0,84,Não,Sim,60.8,8.0,108,Não,Sim,30595.0,585,344,Não,Sim,Sim,5.0
REST01291,Bairro Nobre,Alta,Não,Não,Italiana,Econômico,147,7,15.0,45,Sim,Sim,89.82,15.0,78,Não,Não,193472.0,131,528,Sim,Não,Não,5.0
REST02333,Periferia,Alta,Sim,Não,Japonesa,Muito Caro,47,1,11.0,18,Sim,Sim,67.8,10.0,143,Não,Não,38126.0,814,1457,Não,Sim,Sim,5.0
REST01621,Periferia,Média,Sim,Não,Vegetariana,Moderado,40,10,17.0,36,Sim,Sim,60.06,18.0,66,Sim,Sim,20861.0,990,1592,Não,Não,Sim,5.0
REST00508,Periferia,Média,Sim,Não,Americana,Moderado,107,21,15.0,48,Sim,Sim,93.41,12.0,26,Não,Não,45506.0,245,1549,Não,Não,Não,5.0
REST00671,Subúrbio,Média,Não,Não,Brasileira,Moderado,23,9,5.0,30,Não,Sim,82.92,23.0,114,Não,Não,45056.0,242,169,Não,Não,Sim,5.0
REST02242,Shopping,Baixa,Sim,Sim,Americana,Moderado,81,30,18.0,30,Sim,Sim,79.84,19.0,110,Sim,Sim,4985.0,753,340,Sim,Não,Sim,5.0
REST01576,Subúrbio,Média,Sim,Sim,Vegetariana,Moderado,138,24,17.0,33,Sim,Sim,78.48,21.0,35,Sim,Sim,34407.0,135,949,Não,Sim,Sim,5.0
REST02166,Subúrbio,Alta,Sim,Não,Americana,Moderado,197,12,18.0,57,Sim,Sim,51.88,25.0,139,Sim,Sim,7818.0,864,684,Sim,Sim,Sim,4.94
REST02187,Periferia,Alta,Não,Não,Japonesa,Moderado,38,29,4.0,37,Sim,Sim,54.7,10.0,57,Não,Não,40316.0,230,1892,Não,Não,Sim,4.82
REST01438,Centro,Média,Sim,Não,Brasileira,Econômico,157,21,6.0,43,Não,Sim,79.04,18.0,71,Não,Não,6438.0,745,534,Não,Sim,Não,5.0
REST00241,Subúrbio,Média,Sim,Sim,Japonesa,Caro,63,23,18.0,32,Sim,Sim,89.87,20.0,65,Não,Não,33742.0,334,927,Não,Sim,Não,5.0
REST01977,Shopping,Alta,Sim,Não,Brasileira,Econômico,54,11,7.0,88,Sim,Sim,90.11,4.0,55,Não,Sim,11480.0,853,925,Não,Sim,Não,5.0
REST01805,Shopping,Média,Sim,Não,Italiana,Muito Caro,190,9,20.0,56,Sim,Não,88.69,24.0,73,Não,Sim,32837.0,894,16,Sim,Não,Não,5.0
REST00071,Centro,Baixa,Sim,Sim,Árabe,Muito Caro,70,19,18.0,36,Sim,Sim,64.35,5.0,87,Não,Sim,12948.0,507,865,Não,Sim,Não,4.58
REST00565,Periferia,Média,Sim,Sim,Vegetariana,Moderado,157,24,8.0,52,Sim,Sim,,27.0,50,Não,Sim,22703.0,444,814,Sim,Não,Não,4.82
REST02177,Centro,Alta,Não,Sim,Italiana,Moderado,99,23,19.0,53,Não,Não,80.23,25.0,64,Sim,Não,4176.0,913,401,Não,Não,Não,5.0
REST01296,Bairro Nobre,Média,Sim,Não,Americana,Econômico,126,0,14.0,49,Sim,Sim,80.86,2.0,90,Não,Sim,9382.0,392,1146,Sim,Não,Sim,5.0
REST00074,Bairro Nobre,Alta,Sim,Não,Brasileira,Econômico,34,38,3.0,29,Sim,Sim,77.87,27.0,14,Sim,Sim,19054.0,262,375,Não,Não,Sim,5.0
REST01193,Shopping,Alta,Sim,Não,Brasileira,Moderado,137,12,20.0,70,Não,Sim,94.97,24.0,87,Sim,Sim,17306.0,23,499,Sim,Não,Sim,5.0
REST00351,Bairro Nobre,Alta,Sim,Não,Vegetariana,Moderado,60,15,6.0,24,Não,Sim,77.14,11.0,122,Não,Não,17940.0,176,1404,Não,Sim,Não,5.0
REST02308,Centro,Média,Sim,Não,Italiana,Muito Caro,98,21,7.0,61,Sim,Sim,62.41,9.0,75,Não,Sim,23129.0,654,128,Não,Não,Sim,4.56
REST00762,Subúrbio,Média,Sim,Não,Italiana,Muito Caro,92,4,3.0,53,Sim,Não,79.07,12.0,67,Não,Não,31343.0,824,1791,Não,Sim,Não,4.14
REST01633,Bairro Nobre,Média,Sim,Não,Árabe,Moderado,116,19,14.0,45,Sim,Sim,57.48,8.0,129,Sim,Sim,16813.0,318,406,Não,Sim,Sim,5.0
REST01744,Centro,Alta,Sim,Não,Brasileira,Moderado,102,10,18.0,20,Não,Sim,59.9,3.0,35,Sim,Sim,40970.0,380,334,Não,Sim,Não,5.0
REST00882,Shopping,Média,Não,Não,Italiana,Caro,104,25,18.0,68,Sim,Não,92.74,10.0,132,Não,Sim,373560.0,199,1585,Não,Não,Sim,5.0
REST01540,Periferia,Média,Sim,Não,Brasileira,Moderado,33,1,10.0,45,Sim,Sim,95.88,9.0,85,Não,Não,2676.0,723,447,Não,Não,Sim,4.85
REST00077,Centro,Baixa,Sim,Não,Vegetariana,Econômico,106,8,20.0,24,Sim,Não,53.7,2.0,144,Não,Sim,5910.0,807,1413,Não,Sim,Sim,4.22
REST00433,Periferia,Média,Não,Sim,Brasileira,Muito Caro,30,14,11.0,85,Sim,Sim,84.52,17.0,149,Não,Não,4409.0,461,1876,Sim,Não,Sim,5.0
REST01749,Shopping,Baixa,Sim,Não,Árabe,Moderado,159,12,10.0,23,Sim,Sim,82.08,5.0,122,Sim,Não,22050.0,239,1026,Não,Não,Não,5.0
REST01103,Centro,Média,Não,Sim,Italiana,Muito Caro,117,27,2.0,80,Sim,Sim,53.49,9.0,26,Não,Sim,30997.0,669,1713,Sim,Sim,Sim,4.06
REST00158,Shopping,Alta,Sim,Não,Brasileira,Econômico,37,23,4.0,82,Sim,Sim,80.52,28.0,129,Não,Sim,28080.0,777,1207,Não,Não,Sim,5.0
REST01581,Periferia,Média,Não,Sim,Vegetariana,Caro,114,3,7.0,29,Sim,Sim,63.82,19.0,84,Não,Não,799.0,788,625,Não,Não,Sim,4.01
REST01570,Subúrbio,Média,Não,Não,Árabe,Muito Caro,92,29,9.0,48,Não,Não,51.79,3.0,102,Sim,Sim,46828.0,631,1434,Sim,Sim,Sim,3.12
REST02484,Bairro Nobre,Média,Sim,Não,Árabe,Caro,139,13,3.0,54,Sim,Sim,98.94,1.0,21,Não,Sim,37822.0,38,1301,Não,Não,Sim,4.95
REST00136,Subúrbio,Alta,Sim,Não,Brasileira,Caro,50,7,4.0,74,Sim,Sim,86.57,1.0,108,Sim,Sim,27487.0,532,319,Não,Não,Sim,5.0
REST02104,Periferia,Alta,Não,Não,Italiana,Econômico,29,16,5.0,15,Sim,Sim,64.21,27.0,41,Não,Sim,6747.0,854,138,Não,Não,Sim,5.0
REST01028,Bairro Nobre,Baixa,Sim,Não,Árabe,Moderado,195,6,20.0,60,Sim,Sim,81.24,7.0,145,Sim,Sim,23823.0,6,812,Não,Sim,Sim,4.59
REST01731,Periferia,Média,Sim,Não,Americana,Moderado,186,29,14.0,86,Sim,Sim,54.62,23.0,124,Sim,Sim,44998.0,591,1908,Não,Não,Sim,4.73
REST00912,Subúrbio,Baixa,Sim,Não,Brasileira,Econômico,51,15,17.0,61,Sim,Sim,98.52,1.0,150,Sim,Sim,22917.0,704,973,Não,Não,Não,5.0
REST02226,Centro,Alta,Não,Sim,Japonesa,Moderado,88,14,5.0,50,Sim,Não,81.99,21.0,113,Não,Não,33200.0,393,227,Não,Não,Não,5.0
REST02154,Periferia,Alta,Não,Sim,Americana,Econômico,35,25,13.0,46,Sim,Não,50.55,15.0,72,Sim,Não,20200.0,681,1896,Sim,Não,Sim,4.43
REST00052,Periferia,Baixa,Sim,Não,Americana,Caro,184,8,16.0,32,Não,Sim,66.33,22.0,71,Sim,Sim,18030.0,706,1343,Não,Não,Não,4.84
REST01944,Periferia,Média,Não,Não,Japonesa,  Econômico,42,10,13.0,28,Sim,Sim,60.42,8.0,127,Sim,Sim,40387.0,738,1283,Não,Não,Sim,5.0
REST00496,Centro,Média,Sim,Não,Americana,Muito Caro,75,18,20.0,60,Sim,Sim,75.73,27.0,54,Não,Sim,17924.0,118,1605,Não,Não,Não,5.0
REST01673,Shopping,Média,Sim,Sim,Americana,Caro,187,15,4.0,80,Não,Sim,81.01,12.0,150,Sim,Sim,48012.0,780,1126,Não,Não,Sim,5.0
REST01360,Shopping,Média,Sim,Não,Árabe,Moderado,79,7,4.0,80,Não,Sim,51.56,23.0,10,Sim,Sim,19993.0,641,287,Sim,Sim,Sim,4.24
REST01128,Shopping,Média,Sim,Não,Japonesa,Caro,158,0,13.0,16,Não,Sim,97.5,25.0,11,Sim,Não,8796.0,17,1715,Não,Sim,Sim,5.0
REST00290,Periferia,Média,Sim,Não,Brasileira,Moderado,178,17,14.0,69,Não,Sim,79.98,,113,Não,Não,30319.0,371,1804,Não,Sim,Sim,4.67
REST01188,Subúrbio,Baixa,Sim,Sim,Árabe,Econômico,82,24,6.0,20,Sim,Sim,96.99,25.0,121,Não,Sim,13642.0,708,810,Não,Não,Sim,5.0
REST02260,Bairro Nobre,Média,Não,Não,Japonesa,Econômico,132,21,20.0,20,Não,Sim,84.75,25.0,104,Não,Sim,27175.0,269,631,Sim,Não,Sim,5.0
REST01456,Shopping,Média,Não,Não,Americana,Moderado,162,3,9.0,22,Sim,Sim,50.63,15.0,101,Sim,Sim,49911.0,974,737,Não,Sim,Sim,4.7
REST02296,Subúrbio,Baixa,Sim,Não,Americana,Moderado,171,13,15.0,64,Sim,Sim,82.09,21.0,87,Não,Sim,19475.0,347,1969,Sim,Sim,Sim,4.99
REST01437,Shopping,Alta,Sim,Sim,Italiana,Caro,40,21,12.0,28,Sim,Sim,77.3,26.0,90,Sim,Sim,11410.0,118,826,Não,Sim,Sim,5.0
REST01737,Periferia,Média,Sim,Sim,Vegetariana,Moderado,82,13,20.0,67,Sim,Não,86.58,14.0,145,Sim,Sim,37379.0,109,187,Não,Sim,Não,5.0
REST00124,Subúrbio,Baixa,Não,Sim,Brasileira,Moderado,133,5,3.0,16,Sim,Sim,59.48,,82,Sim,Não,17205.0,621,173,Não,Não,Não,4.31
REST01499,Periferia,Baixa,Não,Não,Americana,Econômico,54,10,5.0,71,Não,Sim,77.94,26.0,96,Sim,Sim,8439.0,694,1970,Sim,Não,Sim,4.32
REST00597,Shopping,Alta,Sim,Não,Vegetariana,Moderado,108,11,17.0,67,Sim,Sim,63.3,20.0,95,Sim,Sim,5889.0,882,29,Não,Não,Não,4.17
REST00407,Centro,Baixa,Sim,Não,Americana,Moderado,108,13,9.0,60,Sim,Sim,81.26,8.0,126,Sim,Não,31435.0,862,932,Não,Não,Sim,4.64
REST02507,Shopping,Alta,Sim,Sim,Americana,Moderado,157,6,,20,Sim,Sim,68.33,6.0,47,Não,Não,,110,489,Não,Não,Sim,4.75
REST00582,Shopping,Alta,Sim,Sim,Árabe,Moderado,158,5,10.0,21,Não,Sim,64.56,19.0,117,Sim,Sim,24281.0,357,650,Não,Não,Sim,5.0
REST01640,Subúrbio,Média,Não,Não,Vegetariana,Moderado,162,16,15.0,45,Sim,Sim,62.25,3.0,32,Não,Sim,4632.0,298,1626,Não,Sim,Sim,3.51
REST00498,Centro,Alta,Não,Sim,Árabe,Moderado,154,15,19.0,38,Sim,Sim,96.39,7.0,43,Sim,Não,49664.0,6,1587,Não,Não,Não,5.0
REST00979,Subúrbio,Baixa,Não,Não,Árabe,Econômico,87,1,4.0,28,Não,Não,54.7,11.0,46,Sim,Não,47448.0,885,1026,Não,Sim,Não,3.39
REST00343,Subúrbio,Alta,Sim,Não,Árabe,Caro,79,15,14.0,29,Não,Sim,92.09,8.0,19,Não,Sim,48508.0,274,1661,Não,Não,Sim,5.0
REST01775,Shopping,Alta,Não,Não,Árabe,Caro,40,5,12.0,66,Sim,Não,92.66,19.0,99,Não,Sim,49368.0,440,1926,Não,Sim,Sim,5.0
REST00300,Centro,Média,Sim,Sim,Americana,Moderado,50,29,16.0,29,Sim,Não,96.56,21.0,58,Sim,Não,46362.0,921,1461,Não,Sim,Sim,5.0
REST02302,Centro,Baixa,Não,Não,Árabe,Caro,127,9,14.0,30,Sim,Não,97.18,3.0,109,Sim,Sim,40288.0,102,13,Não,Não,Sim,5.0
REST01030,Centro,Alta,Sim,Não,Brasileira,Econômico,172,23,,31,Sim,Não,71.85,,24,Sim,Sim,38998.0,598,1065,Sim,Sim,Não,5.0
REST02369,Shopping,Alta,Sim,Não,Vegetariana,Econômico,162,29,19.0,81,Sim,Sim,57.5,18.0,60,Sim,Não,37681.0,66,1955,Sim,Não,Sim,4.39
REST00618,Bairro Nobre,Média,Sim,Não,Italiana,Moderado,120,24,6.0,34,Não,Sim,94.55,28.0,60,Sim,Não,20562.0,938,1981,Não,Não,Não,5.0
REST01394,Subúrbio,Alta,Não,Não,Japonesa,Moderado,64,23,3.0,21,Sim,Sim,98.99,13.0,39,Não,Sim,24726.0,275,431,Não,Não,Não,5.0
REST00221,Bairro Nobre,Alta,Não,Não,Italiana,Caro,123,18,15.0,46,Sim,Sim,90.54,8.0,78,Não,Sim,3454.0,924,1265,Não,Não,Sim,5.0
REST02349,Bairro Nobre,Baixa,Sim,Sim,Vegetariana,Moderado,59,6,14.0,35,Não,Sim,99.65,19.0,95,Sim,Sim,28192.0,196,1670,Não,Sim,Sim,5.0
REST01908,Shopping,Alta,Sim,Não,Árabe,Moderado,165,19,19.0,84,Sim,Não,79.02,1.0,21,Sim,Sim,49070.0,960,1808,Não,Sim,Não,5.0
REST01048,Subúrbio,Média,Sim,Não,Árabe,Econômico,66,30,,40,Sim,Sim,,2.0,126,Sim,Sim,15558.0,478,373,Não,Não,Sim,4.88
REST00085,Centro,Alta,Sim,Não,Americana,Muito Caro,177,5,3.0,28,Sim,Sim,61.13,5.0,68,Sim,Sim,12406.0,85,821,Não,Não,Sim,4.48
REST01538,Shopping,Alta,Não,Não,Japonesa,Moderado,135,10,18.0,37,Sim,Não,90.95,20.0,79,Sim,Não,30264.0,842,972,Não,Não,Sim,5.0
REST00267,Periferia,Baixa,Sim,Sim,Italiana,Moderado,69,27,11.0,87,Sim,Sim,99.88,26.0,35,Não,Não,8819.0,388,49,Não,Sim,Não,5.0
REST01375,Shopping,Alta,Sim,Não,Brasileira,Econômico,26,7,2.0,16,Sim,Sim,76.37,20.0,28,Não,Sim,30617.0,702,174,Não,Sim,Sim,5.0
REST00291,Subúrbio,Média,Sim,Não,Árabe,Caro,169,13,16.0,47,Sim,Não,92.79,25.0,150,Não,Sim,4227.0,645,759,Sim,Não,Sim,5.0
REST00638,Shopping,Média,Não,Não,Italiana,Econômico,82,3,2.0,29,Não,Sim,99.62,7.0,67,Sim,Sim,33493.0,935,137,Não,Sim,Sim,5.0
REST01714,Bairro Nobre,Média,Não,Não,Italiana,Muito Caro,72,8,13.0,69,Sim,Sim,67.28,13.0,147,Não,Sim,32649.0,189,516,Sim,Não,Sim,5.0
REST00417,Bairro Nobre,Alta,Sim,Sim,Brasileira,Econômico,141,15,20.0,37,Sim,Sim,61.12,29.0,77,Não,Não,44838.0,314,374,Não,Não,Sim,5.0
REST00473,Bairro Nobre,Alta,Sim,Não,Italiana,Moderado,142,8,7.0,69,Sim,Não,82.77,21.0,20,Sim,Sim,19358.0,614,1512,Não,Não,Não,4.89
REST02278,Centro,Baixa,Sim,Não,Árabe,  Econômico,127,29,8.0,64,Não,Sim,97.32,2.0,77,Sim,Sim,25820.0,976,1370,Não,Não,Sim,5.0
REST02469,Shopping,Baixa,Não,Não,Vegetariana,Moderado,70,9,8.0,28,Sim,Sim,74.94,5.0,69,Não,Não,1147.0,436,1167,Não,Não,Sim,4.55
REST02439,Bairro Nobre,Alta,Sim,Não,Vegetariana,Caro,116,13,15.0,70,Sim,Não,,2.0,29,Não,Não,,909,1737,Não,Sim,Sim,5.0
REST01069,Centro,Média,Não,Não,Árabe,Econômico,120,17,4.0,29,Sim,Sim,95.46,14.0,30,Não,Não,2855.0,891,771,Não,Não,Sim,5.0
REST00839,Subúrbio,Alta,Sim,Não,Italiana,Econômico,69,16,5.0,46,Sim,Sim,79.91,4.0,143,Não,Não,23377.0,602,658,Sim,Não,Sim,5.0
REST24938,Periferia,Alta,Não,Não,Árabe,Econômico,126,5,15.0,46,Sim,Sim,91.33,24.0,38,Não,Não,29090.0,112,203,Não,Sim,Sim,4.76
REST01166,Bairro Nobre,Alta,Sim,Não,Vegetariana,Econômico,147,22,14.0,70,Sim,Sim,58.04,14.0,108,Não,Sim,24568.0,233,1925,Não,Não,Sim,4.64
REST00279,Subúrbio,Baixa,Sim,Não,Italiana,Moderado,192,20,9.0,41,Sim,Sim,80.18,14.0,27,Sim,Não,10277.0,138,842,Sim,Sim,Sim,4.81
REST02388,Subúrbio,Média,Sim,Sim,Japonesa,Econômico,140,12,9.0,85,Não,Sim,55.16,6.0,44,Não,Não,5291.0,779,1207,Não,Sim,Sim,3.81
REST00924,Shopping,Baixa,Não,Sim,Americana,Moderado,196,4,11.0,43,Sim,Sim,79.58,26.0,35,Não,Sim,39972.0,159,753,Não,Não,Sim,5.0
REST02259,Bairro Nobre,Média,Sim,Sim,Americana,Econômico,29,14,2.0,57,Sim,Sim,51.35,6.0,81,Sim,Sim,15051.0,578,1939,Não,Sim,Sim,4.27
REST00019,Centro,Alta,Não,Não,Americana,Moderado,110,27,7.0,77,Não,Sim,61.54,3.0,58,Não,Sim,45922.0,944,40,Não,Não,Sim,4.33
REST01264,Centro,Média,Sim,Não,Vegetariana,Caro,71,10,12.0,62,Sim,Não,56.61,10.0,93,Não,Sim,6905.0,884,857,Não,Não,Sim,3.82
