employee_id,age,education_level,years_at_company,previous_experience_years,department,position_level,team_size,direct_reports,commute_time_min,work_mode,workspace_quality,noise_level,has_modern_equipment,software_training_hours,tools_satisfaction,sleep_hours_avg,exercise_days_week,stress_level,sick_days_last_year,salary_satisfaction,manager_quality,career_growth_score,work_life_balance,has_flexible_hours,has_health_insurance,has_meal_voucher,professional_development_budget,productive_hours_week
EMP00671,39,Pós-graduação,20,9,Vendas,Coordenador,13,3,84.0,Remoto,Excelente,Moderado,Sim,17.0,8,8.9,0.0,Moderado,1,5,7,9,2,Não,Não,Sim,5961,37.7
EMP02242,41,Superior,13,18,Operações,Pleno,3,2,116.0,Remoto,Excelente,Baixo,Não,28.0,4,7.7,5.0,Moderado,14,5,9,3,7,Sim,Sim,Não,6100,40.0
EMP01576,62,Superior Incompleto,20,2,Financeiro,Coordenador,9,14,81.0,Híbrido,Bom,Moderado,Sim,78.0,8,6.1,5.0,Baixo,19,9,6,10,5,Não,Não,Sim,451,36.3
EMP02166,40,Superior,2,16,TI,Júnior,3,9,33.0,Remoto,Bom,Moderado,Sim,45.0,8,5.6,1.0,Moderado,6,1,1,6,6,Sim,Sim,Sim,6704,32.9
EMP02187,23,Superior Incompleto,7,10,Marketing,Sênior,18,11,43.0,Híbrido,Adequado,Moderado,Não,46.0,6,9.4,6.0,Moderado,16,2,7,1,9,Sim,Sim,Não,4048,30.1
EMP01438,35,Superior Incompleto,3,16,Financeiro,Júnior,11,8,95.0,Híbrido,Excelente,Moderado,Não,30.0,7,8.1,7.0,Moderado,9,4,6,3,9,Não,Sim,Não,8814,29.4
EMP00241,39,Pós-graduação,1,2,Vendas,Júnior,12,1,102.0,Híbrido,Bom,Baixo,Sim,6.0,1,8.0,6.0,Muito Alto,5,7,9,3,1,Sim,Sim,Sim,1068,37.0
EMP01977,23,Ensino Médio,18,12,Financeiro,Sênior,13,13,,Híbrido,Adequado,Moderado,Não,10.0,9,9.7,6.0,Muito Alto,11,7,9,1,8,Não,Não,Sim,9955,24.4
EMP01805,24,Ensino Médio,3,7,TI,Sênior,7,0,68.0,Presencial,Ruim,Alto,Sim,84.0,3,4.7,6.0,Alto,7,4,5,8,5,Sim,Sim,Não,520,29.3
EMP00071,35,Ensino Médio,7,27,Marketing,Pleno,11,1,49.0,Remoto,Adequado,Moderado,Não,54.0,1,6.1,7.0,Moderado,8,1,3,9,3,Sim,Não,Não,1088,29.0
EMP00565,64,Ensino Médio,8,12,Financeiro,Sênior,20,5,98.0,Presencial,Bom,Moderado,Sim,26.0,2,5.2,5.0,Moderado,15,1,9,9,4,Sim,Sim,Sim,8718,30.8
EMP02177,57,Ensino Médio,11,12,Marketing,Pleno,18,1,22.0,Híbrido,Ruim,Moderado,Não,74.0,10,4.5,5.0,Moderado,2,7,8,7,7,Não,Não,Sim,7671,34.0
EMP01296,60,Pós-graduação,1,12,Vendas,Pleno,22,6,72.0,Remoto,Excelente,Baixo,Não,58.0,7,5.3,7.0,Baixo,8,3,7,3,7,Não,Sim,Sim,9502,38.8
EMP00074,29,Pós-graduação,11,13,RH,Pleno,19,13,69.0,Remoto,Bom,Moderado,Sim,51.0,7,8.6,7.0,Muito Alto,16,5,6,10,1,Sim,Sim,Não,7748,36.6
EMP01193,25,Superior Incompleto,14,30,Operações,Pleno,14,3,64.0,Híbrido,Ruim,Alto,Não,12.0,2,6.4,0.0,Alto,12,5,7,4,2,Não,Sim,Não,8551,15.6
EMP00351,23,Superior Incompleto,17,21,RH,Júnior,5,3,31.0,Híbrido,Excelente,Alto,Sim,67.0,3,9.9,6.0,Moderado,19,4,3,3,1,Sim,Sim,Não,707,32.6
EMP02308,23,Superior Incompleto,19,20,Operações,Pleno,10,15,89.0,Presencial,Excelente,Alto,Sim,62.0,10,7.9,1.0,Alto,6,6,8,5,5,Não,Sim,Sim,5321,27.6
EMP00762,38,Ensino Médio,10,17,Vendas,Júnior,21,7,87.0,Híbrido,Adequado,Moderado,Não,49.0,7,5.9,0.0,Muito Alto,9,7,7,5,10,Não,Sim,Não,6666,22.6
EMP01633,56,Superior,2,7,Marketing,Júnior,17,0,84.0,Remoto,Excelente,Moderado,Sim,49.0,4,4.1,2.0,Alto,8,5,8,1,9,Sim,Sim,Sim,2547,38.1
EMP01744,34,Ensino Médio,3,8,Vendas,Júnior,4,6,47.0,Híbrido,Adequado,Moderado,Sim,90.0,7,5.5,4.0,Moderado,15,3,2,10,8,Sim,Sim,Não,7119,38.2
EMP00882,51,Ensino Médio,8,11,Marketing,Coordenador,25,15,92.0,Remoto,Ruim,Alto,Sim,91.0,10,5.3,6.0,Moderado,0,7,10,8,5,Sim,Não,Não,7546,36.8
EMP01540,37,Superior Incompleto,16,4,Financeiro,Gerente,11,9,111.0,Presencial,Ruim,Baixo,Sim,28.0,2,9.7,1.0,Muito Alto,0,1,3,4,2,Não,Sim,Sim,8479,18.8
EMP00077,61,Ensino Médio,15,13,RH,Pleno,21,9,107.0,Presencial,Excelente,Moderado,Sim,6.0,5,5.2,11.0,Baixo,9,9,8,2,4,Sim,Sim,Não,4377,37.4
EMP00433,43,Superior,14,5,Marketing,Júnior,5,4,,Presencial,Adequado,Alto,Sim,90.0,7,9.5,6.0,Alto,7,3,3,2,4,Sim,Não,Não,7485,30.5
EMP01749,59,Superior,18,25,Operações,Sênior,7,7,107.0,Híbrido,Adequado,Baixo,Não,0.0,5,5.2,4.0,Moderado,7,5,9,10,7,Não,Sim,Não,1689,36.6
EMP01103,47,Ensino Médio,18,29,RH,Sênior,30,15,97.0,Híbrido,Adequado,Moderado,Não,38.0,3,6.0,2.0,Baixo,11,1,10,1,2,Não,Não,Não,7950,28.3
EMP00158,27,Superior,11,23,Financeiro,Pleno,10,2,110.0,Híbrido,Bom,Moderado,Sim,22.0,2,7.4,3.0,Moderado,20,3,5,9,1,Não,Sim,Sim,6177,32.9
EMP01581,45,Superior Incompleto,14,22,Financeiro,Júnior,8,2,56.0,Remoto,Ruim,Moderado,Não,11.0,3,9.6,1.0,Moderado,9,7,7,9,7,Sim,Sim,Sim,8488,35.3
EMP01570,33,Pós-graduação,12,18,TI,Pleno,17,2,,Presencial,Adequado,Alto,Não,40.0,5,9.0,1.0,Moderado,3,5,4,4,7,Sim,Não,Sim,2534,23.7
EMP02484,59,Superior,9,24,Financeiro,Pleno,8,10,50.0,Presencial,Excelente,Moderado,Sim,82.0,1,9.7,4.0,Baixo,1,5,7,3,5,Sim,Não,Não,696,40.0
EMP00136,47,Superior Incompleto,10,24,Financeiro,Sênior,9,3,101.0,Presencial,Ruim,Moderado,Não,35.0,10,4.7,4.0,Muito Alto,17,3,5,4,10,Sim,Sim,Sim,3135,22.3
EMP02104,34,Superior Incompleto,5,16,Financeiro,Pleno,8,13,56.0,Remoto,Bom,Moderado,Sim,31.0,1,6.4,7.0,Baixo,20,5,5,8,5,Sim,Sim,Sim,8264,37.2
EMP01028,59,Pós-graduação,11,27,Vendas,Pleno,3,13,58.0,Remoto,Bom,Moderado,Sim,19.0,8,7.2,0.0,Baixo,12,7,10,10,10,Não,Sim,Sim,3649,40.0
EMP01731,41,Superior Incompleto,19,27,RH,Coordenador,3,1,25.0,Presencial,Bom,Moderado,Sim,55.0,7,4.3,2.0,Alto,8,8,8,6,4,Sim,Não,Sim,9394,39.9
EMP00912,25,Superior,1,1,TI,Júnior,8,4,37.0,Presencial,Bom,Baixo,Sim,79.0,1,5.3,4.0,Alto,2,10,5,5,7,Não,Sim,Não,5761,31.5
EMP02226,33,Pós-graduação,20,26,Operações,Júnior,3,6,17.0,Presencial,Adequado,Moderado,Sim,98.0,1,5.7,5.0,Alto,16,4,6,8,8,Não,Sim,Sim,667,30.7
EMP02154,23,Ensino Médio,20,15,TI,Sênior,17,11,90.0,Híbrido,Ruim,Moderado,Não,39.0,9,4.8,5.0,Moderado,1,2,9,10,2,Sim,Sim,Não,7713,36.0
EMP00052,65,Ensino Médio,15,16,TI,Pleno,28,9,105.0,Presencial,Adequado,Alto,Sim,98.0,10,9.7,1.0,Alto,8,1,7,10,2,Não,Não,Sim,1875,24.6
EMP01944,22,Superior,5,8,Vendas,Sênior,27,4,102.0,Híbrido,Bom,Moderado,Sim,60.0,7,6.9,0.0,Alto,0,5,3,4,6,Não,Sim,Não,529,28.3
EMP00496,47,Superior,17,30,RH,Sênior,4,13,119.0,Remoto,Ruim,Moderado,Sim,33.0,6,9.7,6.0,Alto,8,1,1,9,7,Não,Sim,Sim,593,18.4
EMP01673,48,Superior,17,30,TI,Coordenador,14,9,84.0,Remoto,Adequado,Baixo,Sim,40.0,5,9.1,3.0,Alto,20,5,8,1,6,Não,Sim,Não,9011,34.4
EMP01360,47,Pós-graduação,6,29,RH,Júnior,6,3,41.0,Híbrido,Excelente,Baixo,Não,34.0,6,4.6,4.0,Baixo,2,3,4,6,5,Sim,Não,Sim,2949,40.0
EMP01128,38,Ensino Médio,2,10,Marketing,Pleno,18,14,15.0,Híbrido,Excelente,Moderado,Sim,83.0,10,6.4,3.0,Moderado,9,1,6,10,4,Sim,Sim,Sim,9099,40.0
EMP00290,25,Pós-graduação,8,28,Operações,Júnior,29,8,21.0,Remoto,Adequado,Moderado,Sim,81.0,10,6.1,5.0,Moderado,2,2,10,8,5,Não,Sim,Não,7544,40.0
EMP01188,45,Superior Incompleto,19,27,Marketing,Júnior,17,0,112.0,Híbrido,Excelente,Moderado,Não,27.0,3,7.8,1.0,Baixo,15,5,3,4,6,Sim,Sim,Sim,6835,40.0
EMP02260,42,Superior,10,19,TI,Pleno,28,0,19.0,Presencial,Adequado,Moderado,Não,58.0,4,7.3,0.0,Moderado,5,3,3,7,6,Sim,Sim,Sim,9069,28.7
EMP01456,45,Pós-graduação,4,4,RH,Gerente,20,12,104.0,Híbrido,Excelente,Baixo,Sim,3.0,2,8.4,0.0,Moderado,16,8,4,7,5,Não,Sim,Sim,4702,34.4
EMP02296,42,Superior Incompleto,14,13,Financeiro,Coordenador,27,7,17.0,Remoto,Adequado,Moderado,Não,59.0,4,5.9,6.0,Alto,19,5,4,3,8,Sim,Sim,Não,6921,38.7
EMP01437,24,Superior,1,9,RH,Pleno,18,2,108.0,Remoto,Adequado,Baixo,Sim,41.0,4,8.2,0.0,Baixo,9,9,6,8,10,Sim,Sim,Não,1382,38.3
EMP01737,23,Pós-graduação,10,13,RH,Sênior,6,7,66.0,Presencial,Excelente,Alto,Sim,2.0,5,8.0,7.0,Baixo,14,6,3,6,10,Não,Não,Não,1292,36.3
EMP00124,58,Superior,10,24,RH,Júnior,8,1,94.0,Híbrido,Ruim,Baixo,Sim,26.0,10,6.9,5.0,Baixo,4,10,1,8,1,Sim,Sim,Sim,2828,37.8
EMP01499,50,Superior,15,3,Vendas,Júnior,3,13,78.0,Remoto,Adequado,Baixo,Sim,31.0,4,9.5,1.0,Alto,2,6,9,7,4,Não,Sim,Sim,3940,27.6
EMP00597,65,Pós-graduação,3,12,Operações,Júnior,20,8,61.0,Remoto,Excelente,Moderado,Sim,84.0,5,6.0,3.0,Moderado,3,8,2,3,2,Não,Sim,Não,2031,38.5
EMP00407,38,Superior Incompleto,8,22,Marketing,Pleno,5,9,87.0,Híbrido,Bom,Alto,Sim,30.0,6,9.7,0.0,Alto,17,2,6,2,2,Sim,Sim,Não,4776,26.9
EMP02507,61,Superior Incompleto,14,25,Marketing,Júnior,8,13,36.0,Presencial,Bom,Moderado,Sim,10.0,3,9.8,1.0,Alto,7,4,2,4,4,Sim,Não,Sim,150,21.6
EMP00582,50,Superior,0,25,Operações,Sênior,3,14,11.0,Remoto,Ruim,Moderado,Sim,36.0,4,4.1,6.0,Moderado,16,5,9,3,10,Não,Sim,Não,2613,30.8
EMP01640,32,Superior,11,21,TI,Pleno,21,6,84.0,Remoto,Bom,Moderado,Sim,66.0,6,9.0,2.0,Alto,3,7,1,4,7,Sim,Sim,Sim,984,36.7
EMP00498,47,Superior Incompleto,0,6,TI,Pleno,4,7,17.0,Remoto,Bom,Alto,Sim,69.0,3,6.6,1.0,Baixo,5,1,7,8,8,Não,Sim,Sim,4587,37.0
EMP00979,46,Superior,19,4,Vendas,Júnior,24,6,78.0,Híbrido,Bom,Baixo,Sim,78.0,7,9.7,0.0,Alto,0,9,2,5,1,Sim,Sim,Não,1166,40.0
EMP00343,61,Superior,6,22,Financeiro,Júnior,10,5,89.0,Híbrido,Ruim,Baixo,Não,80.0,1,7.7,4.0,Alto,18,8,8,3,7,Não,Sim,Não,7539,36.1
EMP01775,37,Superior Incompleto,6,23,RH,Coordenador,7,13,37.0,Híbrido,Adequado,Moderado,Não,49.0,8,6.0,4.0,Baixo,9,9,8,5,4,Não,Sim,Sim,4888,37.7
EMP00300,33,Superior,4,14,Financeiro,Júnior,27,12,86.0,Híbrido,Adequado,Alto,Não,4.0,7,4.1,0.0,Moderado,10,6,10,8,6,Não,Não,Não,2737,25.2
EMP02302,39,Superior,16,2,RH,Sênior,6,1,45.0,Presencial,Bom,Moderado,Sim,54.0,6,8.7,7.0,Moderado,8,2,6,4,6,Sim,Sim,Sim,5558,36.4
EMP01030,52,Pós-graduação,7,15,RH,Pleno,29,10,112.0,Remoto,Bom,Moderado,Sim,48.0,2,4.0,6.0,Moderado,0,2,5,2,8,Não,Sim,Não,5659,31.6
EMP02369,25,Ensino Médio,14,12,Operações,Pleno,3,0,105.0,Presencial,Bom,Baixo,Sim,64.0,6,9.7,7.0,Baixo,10,1,6,1,6,Não,Sim,Não,7641,31.9
EMP00618,59,Superior Incompleto,17,28,RH,Pleno,4,13,86.0,Presencial,Ruim,Baixo,Não,4.0,7,5.9,7.0,Alto,2,8,4,2,2,Não,Sim,Sim,9364,27.8
EMP01394,58,Superior Incompleto,9,30,Operações,Pleno,24,8,61.0,Presencial,Adequado,Alto,Sim,53.0,5,5.9,7.0,Moderado,10,7,1,5,6,Sim,Sim,Sim,9001,32.6
EMP00221,37,Pós-graduação,19,15,Marketing,Júnior,4,3,105.0,Híbrido,Bom,Baixo,Sim,27.0,9,9.4,5.0,Moderado,6,8,7,3,2,Sim,Sim,Sim,205,37.1
EMP02349,40,Superior,4,6,Vendas,Sênior,22,13,19.0,Híbrido,Bom,Alto,Sim,27.0,3,5.9,4.0,Moderado,18,2,6,7,2,Sim,Sim,Sim,9272,32.9
EMP01908,65,Pós-graduação,12,15,TI,Coordenador,3,7,73.0,Remoto,Bom,Moderado,Não,43.0,2,4.3,1.0,Alto,7,1,4,4,8,Não,Não,Sim,4751,26.2
EMP01048,26,Superior Incompleto,2,15,Operações,Pleno,4,15,,Híbrido,Adequado,Moderado,Sim,53.0,9,,0.0,Alto,3,10,5,5,5,Sim,Sim,Sim,8656,32.1
EMP00085,50,Superior,10,16,Financeiro,Coordenador,12,1,28.0,Presencial,Adequado,Baixo,Sim,36.0,10,8.5,3.0,Moderado,1,3,2,9,1,Sim,Sim,Sim,9172,34.3
EMP01538,45,Superior Incompleto,7,7,Operações,Sênior,23,15,101.0,Presencial,Bom,Baixo,Sim,64.0,7,6.6,4.0,Alto,3,10,7,3,3,Sim,Sim,Sim,7458,33.8
EMP00267,41,SUPERIOR INCOMPLETO,3,26,RH,Pleno,15,5,82.0,Presencial,Adequado,Baixo,Não,28.0,8,5.8,4.0,Moderado,4,4,9,4,6,Sim,Sim,Sim,8032,31.3
EMP01375,29,Superior,2,13,Operações,Pleno,30,6,120.0,Híbrido,Adequado,Baixo,Sim,49.0,1,9.1,2.0,Moderado,6,9,5,7,1,Não,Não,Sim,8334,29.4
EMP00291,54,Superior Incompleto,20,8,TI,Coordenador,29,5,22.0,Híbrido,Bom,Baixo,Sim,92.0,9,8.1,5.0,Moderado,4,8,1,10,1,Sim,Não,Sim,5366,40.0
EMP00638,37,Superior Incompleto,0,4,Financeiro,Sênior,29,8,37.0,Remoto,Bom,Baixo,Não,24.0,4,9.7,3.0,Alto,14,9,5,1,7,Sim,Sim,Sim,7451,32.1
EMP01714,32,Ensino Médio,5,0,Financeiro,Coordenador,16,0,53.0,Presencial,Excelente,Moderado,Sim,81.0,10,4.6,0.0,Baixo,20,6,2,7,6,Sim,Não,Não,1273,37.0
EMP00417,22,Ensino Médio,19,3,Financeiro,Júnior,4,9,48.0,Presencial,Excelente,Alto,Não,55.0,6,7.5,3.0,Moderado,12,9,9,4,10,Sim,Sim,Não,3250,40.0
EMP00473,54,Superior Incompleto,1,2,TI,Júnior,8,12,57.0,Presencial,Excelente,Moderado,Não,68.0,3,,,Moderado,15,2,3,4,6,Sim,Sim,Não,5690,28.0
EMP02278,63,Superior,8,30,Operações,Sênior,18,2,113.0,Remoto,Adequado,Moderado,Sim,51.0,9,6.4,2.0,Muito Alto,13,6,9,1,7,Sim,Sim,Sim,2172,30.2
EMP02469,61,Pós-graduação,4,30,Marketing,Pleno,13,15,,Híbrido,Excelente,Alto,Não,73.0,8,,2.0,Moderado,7,4,5,9,8,Sim,Não,Sim,7226,32.6
EMP02439,49,Pós-graduação,9,29,Marketing,Júnior,24,2,94.0,Presencial,Bom,Moderado,Sim,84.0,4,6.8,7.0,Baixo,2,3,1,4,10,Não,Não,Sim,4359,33.9
EMP01069,65,Superior,7,12,Marketing,Pleno,3,7,10.0,Remoto,Adequado,Moderado,Sim,52.0,5,8.9,0.0,Moderado,7,5,1,8,9,Sim,Sim,Não,9540,39.4
EMP00839,46,Superior Incompleto,11,9,TI,Gerente,6,11,87.0,Híbrido,Excelente,Alto,Sim,64.0,4,5.0,1.0,Moderado,6,8,8,7,7,Não,Não,Não,4822,37.2
EMP31272,25,Pós-graduação,17,27,Financeiro,Sênior,21,14,100.0,Remoto,Adequado,Moderado,Sim,11.0,3,6.3,11.0,Baixo,15,6,1,9,2,Sim,Sim,Sim,8253,35.6
EMP01166,40,Superior Incompleto,18,24,Vendas,Júnior,7,0,95.0,Remoto,Bom,Moderado,Sim,36.0,4,6.0,3.0,Alto,18,5,10,3,7,Sim,Sim,Sim,606,35.6
EMP00279,56,Superior Incompleto,1,19,TI,Pleno,26,9,113.0,Presencial,Bom,Baixo,Sim,47.0,10,5.6,2.0,Alto,3,6,1,4,3,Não,Sim,Sim,3160,26.6
EMP02388,58,Superior Incompleto,7,28,Financeiro,Pleno,17,7,107.0,Presencial,Bom,Alto,Sim,25.0,4,6.4,6.0,Moderado,18,4,2,8,5,Sim,Sim,Não,2943,26.8
EMP00924,57,Superior,11,4,Operações,Coordenador,4,9,95.0,Presencial,Excelente,Alto,Sim,35.0,1,4.5,5.0,Muito Alto,10,2,2,10,10,Não,Não,Sim,7258,24.5
EMP02259,62,Superior Incompleto,20,20,Operações,Gerente,23,13,100.0,Remoto,Adequado,Moderado,Sim,9.0,8,5.1,7.0,Muito Alto,18,6,2,3,2,Não,Sim,Sim,1104,22.5
EMP00019,45,Superior,4,28,Financeiro,Júnior,24,6,107.0,Remoto,Bom,Baixo,Não,2.0,5,6.2,2.0,Alto,7,10,5,4,8,Sim,Não,Sim,8082,39.9
EMP01264,58,Pós-graduação,20,8,Financeiro,Sênior,10,2,104.0,Híbrido,Bom,Moderado,Sim,28.0,5,5.8,6.0,Moderado,5,2,2,8,1,Sim,Sim,Não,1804,33.2
EMP02138,54,Pós-graduação,2,27,RH,Júnior,19,2,34.0,Híbrido,Adequado,Baixo,Sim,33.0,9,5.1,1.0,Moderado,3,4,7,3,3,Não,Sim,Não,8282,29.5
EMP01282,47,Ensino Médio,19,7,Operações,Coordenador,27,10,54.0,Híbrido,Bom,Moderado,Sim,60.0,7,7.8,6.0,Baixo,4,9,6,5,4,Não,Sim,Sim,116,40.0
EMP02251,33,Superior,5,11,TI,Júnior,14,13,,Presencial,Adequado,Moderado,Não,40.0,1,8.1,7.0,Moderado,16,3,10,4,4,Sim,Sim,Não,8966,28.4
EMP00917,33,Superior,9,17,Financeiro,Júnior,26,8,110.0,Presencial,Bom,Baixo,Sim,44.0,4,8.6,6.0,Alto,17,3,9,9,3,Sim,Sim,Sim,4483,33.3
EMP01717,59,Superior,26,19,Financeiro,Sênior,19,14,45.0,Híbrido,Ruim,Moderado,Não,86.0,7,7.8,6.0,Alto,1,1,9,6,4,Sim,Sim,Não,2719,31.6
EMP01745,47,Superior,15,4,Operações,Júnior,10,15,93.0,Presencial,Bom,Baixo,Sim,23.0,1,4.6,5.0,Alto,2,10,2,1,2,Não,Sim,Sim,8864,23.9
EMP00633,35,Superior Incompleto,0,13,Vendas,Júnior,20,12,69.0,Presencial,Adequado,Alto,Sim,96.0,7,5.4,7.0,Alto,1,6,6,1,1,Sim,Sim,Sim,8540,28.0
EMP00220,32,Ensino Médio,16,7,Financeiro,Sênior,19,3,72.0,Híbrido,Adequado,Baixo,Sim,95.0,7,9.1,6.0,Moderado,3,6,6,8,6,Sim,Sim,Não,1567,34.1
EMP00651,49,Ensino Médio,2,2,Marketing,Júnior,26,2,45.0,Remoto,Bom,Alto,Não,36.0,6,6.0,4.0,Moderado,5,1,4,9,4,Não,Sim,Sim,9241,26.1
EMP01211,22,Superior Incompleto,20,9,Operações,Gerente,17,8,107.0,Híbrido,Bom,Moderado,Sim,33.0,10,8.0,0.0,Moderado,17,1,10,5,6,Não,Não,Sim,3771,36.5
EMP00304,59,Ensino Médio,6,15,Financeiro,Pleno,19,0,42.0,Remoto,Bom,Moderado,Sim,34.0,6,8.2,7.0,Moderado,19,2,7,4,6,Não,Sim,Sim,8692,37.5
EMP01780,24,Superior Incompleto,14,23,Operações,Sênior,28,5,,Presencial,Adequado,Moderado,Sim,91.0,9,,7.0,Moderado,11,1,7,5,7,Sim,Sim,Sim,6465,38.6
EMP00658,62,Superior Incompleto,17,28,Financeiro,Sênior,23,6,82.0,Presencial,Adequado,Moderado,Sim,70.0,7,5.0,3.0,Moderado,19,10,3,4,1,Não,Não,Sim,1824,30.0
EMP02049,44,Superior,9,23,Vendas,Sênior,22,0,79.0,Remoto,Excelente,Moderado,Sim,37.0,2,4.8,2.0,Moderado,16,6,5,5,7,Não,Sim,Não,3051,32.2
EMP02220,63,Superior,6,21,Marketing,Júnior,29,15,56.0,Remoto,Adequado,Alto,Sim,65.0,3,5.0,3.0,Baixo,2,9,7,7,10,Não,Sim,Não,2886,37.7
EMP00345,53,Superior,16,25,RH,Sênior,24,7,40.0,Híbrido,Bom,Moderado,Sim,,6,4.6,,Moderado,14,10,7,8,5,Sim,Sim,Não,8729,40.0
EMP00891,45,Superior,3,14,Marketing,Júnior,5,14,101.0,Presencial,Bom,Moderado,Não,9.0,9,4.8,5.0,Baixo,3,6,2,4,10,Não,Sim,Sim,9446,29.8
EMP02312,52,Pós-graduação,4,20,Financeiro,Sênior,28,14,71.0,Presencial,Adequado,Baixo,Sim,84.0,7,6.9,0.0,Alto,13,4,10,8,3,Não,Não,Sim,2058,26.1
EMP00669,56,Superior,1,24,Vendas,Júnior,29,12,103.0,Remoto,Excelente,Baixo,Sim,11.0,9,9.3,0.0,Alto,16,7,8,10,10,Não,Sim,Sim,9246,31.8
EMP02127,31,Ensino Médio,2,3,Vendas,Gerente,18,12,102.0,Remoto,Bom,Baixo,Sim,8.0,8,4.7,0.0,Baixo,12,10,7,6,2,Não,Sim,Sim,764,37.7
EMP00977,47,Superior,4,27,TI,Pleno,12,4,66.0,Presencial,Excelente,Moderado,Não,8.0,5,8.6,1.0,Moderado,4,5,1,1,8,Sim,Sim,Não,7993,35.9
EMP02152,34,Superior,6,10,Financeiro,Sênior,27,12,63.0,Remoto,Ruim,Moderado,Sim,13.0,7,6.3,0.0,Alto,7,3,2,8,9,Não,Sim,Sim,8585,24.7
EMP01081,61,Pós-graduação,19,1,Vendas,Júnior,18,3,54.0,Remoto,Adequado,Alto,Não,78.0,3,7.8,6.0,Moderado,13,1,7,4,8,Sim,Sim,Não,3306,30.1
EMP01719,29,Ensino Médio,1,24,RH,Coordenador,16,4,23.0,Presencial,Adequado,Baixo,Não,57.0,9,9.9,3.0,Moderado,13,4,5,5,3,Sim,Sim,Sim,1062,30.6
EMP01129,41,Superior Incompleto,1,19,Vendas,Pleno,19,12,35.0,Remoto,Bom,Alto,Sim,48.0,6,5.8,1.0,Alto,10,7,8,2,8,Não,Sim,Sim,8419,32.3
EMP00193,24,Superior Incompleto,15,12,Marketing,Júnior,4,15,104.0,Presencial,Bom,Alto,Sim,74.0,8,4.8,3.0,Baixo,18,7,3,8,2,Sim,Sim,Sim,1372,28.9
EMP00175,60,Superior,12,25,Marketing,Júnior,18,4,105.0,Híbrido,Excelente,Moderado,Sim,100.0,6,7.7,6.0,Moderado,11,9,6,6,10,Não,Sim,Não,1892,40.0
EMP01722,45,Ensino Médio,19,23,Financeiro,Pleno,10,4,76.0,Presencial,Excelente,Alto,Não,100.0,7,8.3,1.0,Moderado,2,7,6,9,5,Não,Sim,Sim,6489,30.8
EMP00652,57,Superior,1,15,Marketing,Sênior,20,9,71.0,Remoto,Bom,Moderado,Sim,26.0,2,5.3,7.0,Alto,16,3,8,7,5,Sim,Sim,Não,5334,32.5
EMP01661,22,Pós-graduação,7,19,Vendas,Pleno,9,6,71.0,Híbrido,Excelente,Moderado,Sim,81.0,2,6.4,3.0,Baixo,11,10,7,9,10,Sim,Sim,Sim,4059,40.0
EMP01948,59,Superior Incompleto,20,0,Operações,Júnior,30,7,64.0,Remoto,Bom,Moderado,Sim,6.0,7,7.0,3.0,Moderado,16,2,7,6,1,Sim,Sim,Não,9981,38.4
EMP00730,26,Ensino Médio,16,23,TI,Júnior,24,8,81.0,Presencial,Adequado,Moderado,Sim,1.0,9,9.2,1.0,Alto,13,5,9,8,4,Sim,Não,Sim,2814,39.2
EMP00129,47,Superior Incompleto,13,8,RH,Pleno,25,7,95.0,Presencial,Excelente,Baixo,Não,37.0,3,4.3,2.0,Moderado,14,10,4,9,9,Não,Sim,Não,5899,33.0
EMP00341,52,Pós-graduação,5,19,Financeiro,Pleno,16,12,99.0,Remoto,Adequado,Baixo,Sim,78.0,2,9.0,4.0,Baixo,9,2,3,4,6,Não,Não,Não,6777,37.1
EMP01763,60,Superior,9,25,Financeiro,Pleno,9,2,151.0,Presencial,Adequado,Moderado,Sim,7.0,8,9.1,1.0,Moderado,9,10,5,8,10,Sim,Sim,Sim,5248,35.3
EMP00681,53,Superior,8,22,Vendas,Coordenador,12,1,16.0,Presencial,Adequado,Moderado,Sim,14.0,7,4.2,0.0,Moderado,18,1,5,5,7,Não,Sim,Sim,83,28.6
EMP01033,36,Superior,4,6,RH  ,Júnior,3,3,116.0,Presencial,Excelente,Alto,Sim,5.0,4,8.7,4.0,Alto,19,8,1,3,2,Sim,Sim,Sim,5922,25.3
EMP00308,48,Superior,6,17,Marketing,Pleno,10,13,68.0,Remoto,Bom,Alto,Sim,89.0,4,5.6,4.0,Baixo,17,5,4,8,5,Não,Não,Não,1896,36.3
EMP00384,43,Superior,8,26,TI,Pleno,6,9,37.0,Presencial,Bom,Baixo,Sim,27.0,7,5.5,6.0,Baixo,1,8,7,5,4,Sim,Não,Não,7718,40.0
EMP01304,57,Superior,16,25,RH,Coordenador,13,15,98.0,Híbrido,Excelente,Moderado,Sim,71.0,3,7.0,6.0,Alto,13,10,3,5,1,Não,Sim,Sim,9216,37.4
EMP02334,34,Superior Incompleto,17,13,RH,Sênior,30,15,39.0,Remoto,Excelente,Baixo,Sim,63.0,9,5.2,4.0,Baixo,20,3,8,10,6,Sim,Sim,Sim,9878,40.0
EMP01950,43,Ensino Médio,10,5,Marketing,Pleno,13,11,53.0,Presencial,Excelente,Alto,Sim,45.0,3,5.1,1.0,Alto,4,9,3,3,3,Não,Sim,Sim,9767,26.0
EMP00178,48,Ensino Médio,18,6,Vendas,Pleno,28,12,118.0,Remoto,Adequado,Baixo,Não,90.0,1,6.4,6.0,Baixo,15,4,6,4,5,Sim,Não,Sim,6499,33.2
